gene,count,RPKM
ARP10,97,3.258652199006104
ARP2,6842,151.28863666331594
ARP3,6584,140.08397095768646
ARP4,3879,75.79400138405708
ARP5,3482,44.09792018119904
ARP6,1454,31.71107918056829
ARP7,3500,70.10536963526266
ARP8,3083,33.466945413630086
ARP9,2882,55.557167855067675
ARR1,2219,72.01888975832414
ARR2,250,18.271737560335634
ARR3,586,13.853315610436795
ART10,1898,35.01385960328888
ART5,1193,19.458684573369226
ARV1,857,25.482151064424855
ARX1,3911,63.039463255218315
ASA1,1601,34.52387198438517
ASC1,28401,661.6113480982297
ASE1,1750,18.91104214766115
ASF1,5193,177.5707491822544
ASF2,2290,41.68318289524781
ASG1,3676,36.43422299215316
ASG7,193,8.799320775961254
ASH1,5674,92.23275312850333
ASI1,2388,36.581831152157925
ASI2,1449,47.838937268487584
ASI3,2447,34.60640104654954
ASK1,1787,58.39397880767087
ASK10,3248,27.112136254828556
ASM4,2825,51.12977903698458
ASN1,11352,189.68321247347887
ASN2,7175,119.88874643210103
ASP1,2889,72.40946099839857
ASP3-1,0,0.0
ASP3-2,0,0.0
ASP3-3,0,0.0
ASP3-4,0,0.0
ASR1,1378,45.65228402652828
AST1,568,12.647101845483293
AST2,1748,38.83070664005695
ATC1,1050,34.07833900236158
ATE1,1611,30.60385528945074
ATF1,2506,45.61487176222315
ATF2,889,15.879912571187521
ATG1,1622,17.29360953360907
ATG10,517,29.46404689878218
ATG11,2241,18.198650610094294
ATG12,900,46.079954189595114
ATG13,1743,22.582087428222554
ATG14,1077,29.888749416522593
ATG15,2503,45.99750359977837
ATG16,28,1.7753836654651949
ATG17,1382,31.655042214337648
ATG18,1373,26.238798665186813
ATG19,5604,128.97808716099846
ATG2,2042,12.273010272102708
ATG20,3233,48.29017851336056
ATG21,2398,46.195952464617434
ATG22,2702,48.90359750723268
ATG23,1100,23.197862400390882
ATG26,5041,40.253963651230706
ATG27,2846,100.17910040690725
ATG29,759,33.95776811003013
ATG3,1872,57.63105781860101
ATG31,1174,57.057535154401194
ATG32,1856,33.52843157335672
ATG33,3367,162.81299369495275
ATG34,3648,84.56991883035037
ATG36,1693,55.13416015433902
ATG4,1807,34.95136080864623
ATG5,1812,58.8094764497897
ATG7,1635,24.808444433346992
ATG8,2418,196.1938659707388
ATG9,1854,17.786492938793415
ATH1,3235,25.555406937316295
ATM1,1426,19.75843824426083
ATO2,1802,60.96484681226786
ATO3,1494,51.826591954833745
ATP1,26178,459.0446777064841
ATP10,579,19.798471745912824
ATP11,3369,101.1163684406391
ATP12,1852,54.391936110284036
ATP14,8177,626.318327745384
ATP15,10577,1607.4337797468427
ATP16,10322,613.8314195729133
ATP17,9895,928.8097432900888
ATP18,8568,1367.2229607747468
ATP19,7658,1062.6185841770196
ATP2,46442,868.4645366156335
ATP20,3390,279.80330804032593
ATP22,2857,39.932895775148246
ATP23,1903,67.23271249636534
ATP25,1351,21.101144438275767
ATP3,21898,671.9871883539244
ATP4,18284,714.5230839423045
ATP5,11155,501.41937005833364
ATP6,1,0.03682457877544566
ATP7,14339,784.4982006622286
ATP8,0,0.0
ATR1,2528,44.5746945442448
ATS1,834,23.907310364274366
ATX1,1695,219.3052954910663
ATX2,1008,30.735622947352866
AUA1,464,46.763338773365945
AUR1,2382,56.73183613733585
AUS1,13716,94.13787802569414
AVL9,4958,62.05206275536143
AVO1,1700,13.828771298850453
AVO2,696,15.60603226043243
AVT1,2504,39.7583312868427
AVT2,1206,24.005644326047282
AVT3,4123,56.962787814866154
AVT4,1768,23.70801452590597
AVT5,993,20.668195104879484
AVT6,1902,40.55788573726813
AVT7,3573,69.67270303628007
AXL1,1651,13.074705281346407
AXL2,1525,17.719594034543938
AYR1,6144,197.39951382230848
AYT1,991,19.97520203638175
AZF1,2768,28.963839183729768
AZR1,993,15.484315550886908
BAG7,606,14.151416175266387
BAP2,23423,367.6408987719485
BAP3,6762,107.01161725072154
BAR1,545,8.874222470205188
BAS1,2225,26.235244854181424
BAT1,19550,475.074451562412
BAT2,6861,174.24374826091912
BBC1,4711,38.9507370974891
BBP1,1023,25.374615188323933
BCD1,2278,59.42905045537046
BCH1,2319,30.624843485334083
BCH2,1930,24.12346426830109
BCK1,1771,11.46466906216478
BCK2,3836,43.107232262298695
BCP1,2781,93.75485890624557
BCS1,2248,47.09678293801419
BCY1,7039,161.61662973643675
BDF1,10811,150.66773725873247
BDF2,20177,302.319994910115
BDH1,7182,179.53857033672375
BDH2,2078,47.59708952343968
BDP1,3504,56.384309659801715
BDS1,2143,31.712393820869885
BEM1,3156,54.74053688402119
BEM2,3301,14.577981079249998
BEM3,1935,16.409606361316843
BEM4,2093,31.607569839151456
BER1,1608,55.98407234341209
BET1,1003,51.44525171282529
BET2,1676,49.222940022049706
BET3,3275,161.62953003758756
BET4,1200,32.18282514828865
BET5,1327,79.40760105690164
BFA1,537,8.941648154135171
BFR1,6493,131.98835965420778
BFR2,3889,69.59776557570865
BGL2,90231,2751.29562912956
BI2,0,0.0
BI3,0,0.0
BI4,0,0.0
BIG1,961,25.20818973378864
BIK1,1998,43.37785075344334
BIM1,1447,40.15693630984976
BIO2,24192,616.0203577958808
BIO3,18863,375.4713672655306
BIO4,4665,187.66609914595819
BIO5,9621,163.90606908118562
BIR1,2088,20.93332704252769
BIT2,1439,25.233604218031576
BIT61,636,11.193588871889146
BLI1,1450,121.77952805564048
BLM10,5485,24.49418460432046
BLS1,507,39.465170521782504
BMH1,33796,1207.3735101369032
BMH2,11775,411.45418949279895
BMS1,4878,39.44584186598161
BNA1,8124,436.9794846777941
BNA2,5412,114.13348300992314
BNA3,2624,56.45663061519112
BNA4,4450,92.42090595052198
BNA5,4567,96.31330689325924
BNA6,7022,227.13300662806304
BNA7,1115,40.74597475954847
BNI1,3797,18.60489286524845
BNI4,2303,24.69184913679883
BNI5,3266,69.64356194422592
BNR1,926,6.443230803761844
BNS1,963,66.81259444779772
BOI1,3326,32.46118526182915
BOI2,2575,23.683050422825048
BOP2,1503,25.20194202078574
BOP3,877,21.150479728909623
BOR1,1045,17.340100612285248
BOS1,2155,75.11945930054202
BPH1,1812,8.002211970797031
BPL1,1784,24.71883157627021
BPT1,2659,16.319425827318337
BRE1,3696,50.480666505067425
BRE2,1073,20.303005902715082
BRE4,3219,27.37119268234591
BRE5,3538,65.64766186813364
BRF1,2246,36.020236217268426
BRL1,1171,23.75341367366989
BRN1,371,4.704766713482766
BRO1,3074,34.83038620175999
BRP1,78,5.9270036314764925
BRR1,2341,65.5369827995987
BRR2,2371,10.490240218073584
BRR6,831,40.18342671829692
BRX1,4135,135.5825501420604
BSC1,122,3.5503818807207796
BSC2,5621,228.04088515746957
BSC3,0,0.0
BSC4,98,7.108259599987542
BSC5,865,16.901730135913734
BSC6,1624,31.22251032559072
BSD2,3216,95.62496828843679
BSP1,1692,28.076028933958504
BST1,1515,14.082719980240823
BTN2,3724,86.75189818378956
BTS1,913,26.0161265170098
BTT1,252,16.084976009114666
BUB1,883,8.272198429810974
BUB2,811,25.29260808009926
BUB3,1577,44.148578331895415
BUD13,740,26.535763881632008
BUD14,2922,39.403336601805044
BUD16,1655,50.624972035381056
BUD17,2100,63.22710695406708
BUD19,2694,250.42143648032197
BUD2,1382,11.974486557097862
BUD20,3789,217.22973374157212
BUD21,3306,147.22295317312594
BUD22,2760,50.817918710115016
BUD23,2189,75.93601726180125
BUD25,115,3.4053244496468826
BUD26,307,30.618102894334093
BUD27,2735,32.85565616966049
BUD28,14,1.063821164623986
BUD3,1712,10.013046123718006
BUD30,28,1.381870791161054
BUD31,107,6.483922667929737
BUD32,2157,78.82427583528793
BUD4,2776,18.355323188512198
BUD5,416,6.194317947670611
BUD6,1747,21.199569291993573
BUD7,1961,25.134377154549835
BUD8,994,15.756530031003605
BUD9,1537,26.85371928876569
BUG1,5786,161.9807699609048
BUL1,1549,15.179867815786066
BUL2,2485,25.833181701211124
BUR2,1251,30.246369930559236
BUR6,5609,375.5437497299541
BXI1,4990,160.3228473263866
BYE1,3036,48.85352857510217
BZZ1,2609,39.399975972453966
CAB1,2724,70.8713034563088
CAB2,3879,101.47284338302724
CAB3,2770,46.36549236726568
CAB4,2195,68.67904283381321
CAB5,1872,74.06305364291286
CAC2,1429,29.172289974902096
CAD1,1930,45.06969177931374
CAF120,821,7.4086471115990875
CAF130,1434,12.22589131846586
CAF16,2342,77.32145692394612
CAF20,1939,114.59717990032826
CAF4,1984,29.496258875040205
CAF40,2486,63.6415367307408
CAJ1,3535,86.34048559314314
CAK1,1871,48.54657070759701
CAM1,18747,431.46898643954995
CAN1,2962,47.985354664206795
CAP1,4043,143.90059746160958
CAP2,3660,121.67454570386839
CAR1,739,21.18405558656925
CAR2,4851,109.28321935604376
CAT2,1844,26.311737776601593
CAT5,2266,92.7161061168443
CAT8,2872,19.175487770711847
CAX4,929,37.06086982258811
CBC2,2329,106.69260972097305
CBF1,1873,50.94554935246173
CBF2,1140,11.405230040796338
CBF5,10220,202.1699808308145
CBK1,3716,46.99925367197435
CBP1,1789,26.15051079635236
CBP2,1059,16.068588779764198
CBP3,3265,93.0368598883209
CBP4,2519,141.0402901940958
CBP6,837,49.16420143013795
CBR1,9963,334.70053462575066
CBS1,360,14.986002492963975
CBS2,1725,42.34826559176251
CBT1,651,22.915177218867402
CCA1,2020,35.35698130322498
CCC1,4235,125.5341909896075
CCC2,1490,14.194867480206618
CCE1,739,19.987216287893023
CCH1,1327,6.228047141717776
CCL1,1460,35.47870584558166
CCM1,2245,24.849140614135994
CCP1,10128,267.8713447453192
CCR4,4224,48.26041216509003
CCS1,4886,187.12188757270062
CCT2,5649,102.43509816410618
CCT3,5825,104.24453187927563
CCT4,6279,113.64385223831015
CCT5,6487,110.31806581570545
CCT6,8860,155.08062096365015
CCT7,6520,113.29405796757803
CCT8,4665,78.49654059180676
CCW12,188070,13437.728491623113
CCW14,32201,1289.9788615000532
CCZ1,1161,15.767187729299332
CDA1,1828,57.953595365542434
CDA2,388,11.86857350436728
CDC1,2441,47.50220968622835
CDC10,2697,79.94467841770282
CDC11,3632,83.59179382026166
CDC12,2915,68.40526532821144
CDC123,1635,43.363236668814274
CDC13,619,6.4070786033732166
CDC14,2737,47.47301947134537
CDC15,1113,10.929534980552273
CDC16,1946,22.154297119172995
CDC19,65062,1243.3712445407025
CDC20,1626,25.479474505904108
CDC21,1467,46.051248644362246
CDC23,1016,15.514482821884732
CDC24,3125,34.994117257367954
CDC25,6067,36.533224560983335
CDC26,1075,82.33975814189651
CDC27,1851,23.349402874138313
CDC28,1914,61.288907631480875
CDC3,4480,82.32873197243592
CDC31,2043,120.7437021848224
CDC33,13028,582.8745756751944
CDC34,4153,134.3325799667254
CDC36,1447,72.15699493176129
CDC37,3142,59.33478282689758
CDC39,4625,20.996470354420772
CDC4,2821,34.62737890851074
CDC40,1670,35.06410549188269
CDC42,2370,118.18388250744593
CDC43,1554,39.46578994278798
CDC45,1612,23.70801452590597
CDC48,21857,250.31991956540446
CDC5,2224,30.160686163050567
CDC50,1310,31.99604982376733
CDC53,3497,41.03142587525822
CDC55,2756,50.07024699683747
CDC6,897,16.708615295738205
CDC60,9672,84.87947272061294
CDC7,934,17.603308483915797
CDC73,2147,52.17313797976974
CDC8,1201,52.990059762307204
CDC9,2010,25.45572072493109
CDD1,476,31.86999908565843
CDH1,2927,49.42546902943503
CDS1,2364,49.418906328689786
CEF1,1481,23.992677332103398
CEG1,2547,53.012983818860064
CEM1,1438,31.078946980956264
CEP3,923,14.510939925338999
CET1,2064,35.930076280100295
CEX1,1447,18.181290061546154
CFD1,1154,37.58111093804326
CFT1,2104,14.83395992144315
CFT2,1458,16.23193176999528
CGI121,651,28.679117500913804
CGR1,2002,158.41264251400807
CHA1,22146,587.3530515397925
CHA4,1416,20.88957923261645
CHC1,4098,23.721796973193378
CHD1,2690,17.532410071849352
CHK1,1133,20.545046241800726
CHL1,1757,19.51531795382725
CHL4,808,16.85426472580746
CHO1,2342,80.95026176153203
CHO2,1388,15.275004584463025
CHS1,5844,49.428213758448024
CHS2,1793,17.80796901819218
CHS3,3380,27.75423655905802
CHS5,6531,93.05110749320427
CHS6,1574,20.174150760459685
CHS7,2026,61.19153033360807
CHZ1,2855,177.49925211047608
CIA1,1866,53.97526476947196
CIC1,3800,96.50579265289208
CIK1,802,12.905312884463749
CIN1,937,8.838624513570515
CIN2,894,28.949848107884748
CIN4,414,20.644779475984226
CIN5,967,31.278498634197803
CIN8,2369,22.659071978969035
CIR1,3916,143.1042485725487
CIR2,2274,34.44962651138369
CIS3,12556,527.2633635402145
CIT1,26070,520.0090830327621
CIT2,85933,1784.7203845047652
CIT3,1067,20.977155326250795
CKA1,2873,73.74590845491261
CKA2,4222,118.89140180406534
CKB1,3565,122.33943393175838
CKB2,2362,87.31548385164746
CKI1,1747,28.69032619448187
CKS1,2293,145.39124088970328
CLA4,1962,22.283456850451177
CLB1,3316,67.26415007847083
CLB2,1266,24.63654136123109
CLB3,2607,58.31877566722566
CLB4,1000,20.76874291022966
CLB5,1682,36.93606603228876
CLB6,359,9.021538537795534
CLC1,5280,216.0375288159479
CLD1,644,13.824904641615746
CLF1,2969,41.31739148243827
CLG1,4361,92.17200196540138
CLN1,3911,68.45601677074896
CLN2,1050,18.412289387722833
CLN3,1428,23.53223684638118
CLP1,1076,23.0987537179791
CLU1,6026,45.1449742114376
CMC1,1448,123.78319122660521
CMC2,1515,104.85687888902203
CMC4,2305,225.19357204208762
CMD1,7911,511.7770479733998
CMK1,7534,161.3723890122908
CMK2,6273,134.06283814994725
CMP2,2707,42.83946286567631
CMR1,976,17.86731378596002
CMS1,1822,59.74157348460315
CNA1,1591,27.49612862139143
CNB1,3959,188.26992673866178
CNE1,917,17.45470391976492
CNL1,2174,169.22540574823503
CNM67,1950,32.079143366238746
CNN1,1176,31.103544769006263
CNS1,2018,50.05471500492443
COA1,1194,57.73647593459269
COA2,702,97.40901620426584
COA3,2976,331.3184427126609
COA4,1091,69.1765563936617
COA6,190,17.325087538162055
COB,54,0.21818135574929967
COF1,17581,826.4845780226939
COG1,1384,31.700852695110928
COG2,1134,41.282733103241064
COG3,2380,28.41277973347354
COG4,2618,29.078601253909927
COG5,1175,27.846308950244186
COG6,2555,29.122104381581615
COG7,3773,129.01491173977388
COG8,2261,35.604764603509025
COP1,7163,57.05603911798211
COQ1,3048,61.56696664127675
COQ10,666,30.656461830558516
COQ2,619,15.888867850188271
COQ3,1724,52.73562041631235
COQ4,2636,75.11337294505786
COQ5,7651,237.8365635546852
COQ6,4786,95.46465176044494
COQ8,1656,31.58404509473284
COQ9,2657,97.4680287726183
COR1,16228,339.24281383332396
COS1,900,22.557464485482424
COS10,2050,52.3400012995001
COS111,3077,31.849080553440043
COS12,840,21.108892400412948
COS2,0,0.0
COS3,0,0.0
COS4,70,1.763703509771345
COS5,121,3.016930334050835
COS6,2455,61.531750346510385
COS7,437,10.89585583454723
COS8,2355,59.025365403679004
COS9,1006,23.60744319731757
COT1,3876,84.34167615168892
COX1,6,0.013377243551120525
COX10,1879,38.85589571264843
COX11,1277,40.61959018280223
COX12,3973,452.8458736126174
COX13,8992,662.2532246976149
COX14,2003,270.1056920376985
COX15,3222,63.34432470588571
COX16,1277,102.74366928591151
COX17,2259,308.97925854243226
COX18,1326,40.04934315022917
COX19,532,51.45025996181459
COX2,7,0.2659552911559965
COX20,2345,108.9900275698506
COX23,670,42.20290541238575
COX26,5317,759.8064804589791
COX3,4,0.14184282194986478
COX4,7787,477.92165820732566
COX5A,4283,266.279963849096
COX5B,11582,611.5289920482079
COX6,5157,331.3767229106917
COX7,4225,663.1442587676568
COX8,4088,495.4444087195657
COX9,4851,774.0894704386433
COY1,2638,37.143003074268634
CPA1,18747,435.6580057253708
CPA2,7443,63.68381443669968
CPD1,640,25.53170795097566
CPR1,57249,3362.7256483559945
CPR2,3073,142.8257376213863
CPR3,4499,235.38351244147438
CPR4,9851,295.6655819260124
CPR5,6578,278.67407339853634
CPR6,4864,125.1877293080097
CPR7,1393,33.85057345403784
CPR8,1465,45.39314581089726
CPS1,1344,22.30152652910179
CPT1,1414,31.87956391131439
CRC1,986,28.78155187461357
CRD1,948,31.959585128774112
CRF1,1831,37.458779854356116
CRG1,1865,61.15150085004659
CRH1,10544,198.7251441696019
CRM1,5807,51.242843803450114
CRN1,5089,74.7301735597288
CRP1,8173,167.92165967005693
CRR1,2154,48.75469762978863
CRS5,5226,714.7966379560651
CRT10,1828,18.26929624258227
CRZ1,2105,29.682020565245086
CSE1,3639,36.25515812965678
CSE2,578,36.89331798915983
CSE4,1259,52.409380940671234
CSF1,1377,4.455537577960479
CSG2,6396,148.99708399127766
CSH1,2031,51.579806546848374
CSI1,560,18.113711721975974
CSI2,1035,28.97512908910067
CSL4,3023,98.78287517380473
CSM1,908,45.51595056181787
CSM2,314,14.048404725361609
CSM3,1658,49.91930634754439
CSM4,96,5.854404370924356
CSN9,785,46.10979465072675
CSR1,4390,102.76668512052245
CSR2,8159,69.62339745053823
CST26,2543,61.1750628008773
CST6,2585,42.09149556968883
CST9,1004,19.902045638804008
CTA1,1349,25.030722402519018
CTF13,609,12.172868065352958
CTF18,1941,25.045676448539634
CTF19,825,21.348303100900257
CTF3,1395,18.19655956655878
CTF4,2513,25.927201810668844
CTF8,738,52.73059832412324
CTH1,2500,73.42323988969228
CTI6,4450,84.03557720550421
CTK1,1986,35.94468713892084
CTK2,1223,36.140369009309296
CTK3,1405,45.292992008990915
CTL1,1199,35.762287188340906
CTM1,775,12.66237649019164
CTP1,1507,48.0953548526504
CTR1,2955,69.51430927070001
CTR2,2849,143.56546569538747
CTR3,398,15.74631161852528
CTR86,977,16.585424646345228
CTR9,4665,41.43277513612064
CTS1,16237,276.1267819715754
CTS2,1480,27.675972485920884
CTT1,5289,89.94485125624574
CUE1,3018,141.64465918390542
CUE2,1096,23.634081008673416
CUE3,2562,39.24734146223979
CUE4,674,54.68762020855168
CUE5,4211,97.85863669437971
CUL3,1526,19.61143607375278
CUP1-1,0,0.0
CUP1-2,0,0.0
CUP2,524,22.199029258259813
CUP9,6324,197.22620653335107
CUR1,1312,49.650594118102866
CUS1,1815,39.76548907124213
CUS2,1624,54.366469028476146
CWC15,1784,97.04950351819726
CWC2,1785,50.26555002848333
CWC21,1274,89.68951083513693
CWC22,1270,21.037155556491623
CWC23,558,18.811654537822736
CWC24,1494,55.01592069051583
CWC25,1163,61.86120072288478
CWC27,3530,111.91257748378818
CWH41,2656,30.49110445943856
CWH43,4327,43.42598282384893
CWP1,2715,108.31029232327957
CWP2,39279,4043.7901476063425
CYB2,729,11.790085576179006
CYB5,2093,165.6132171737357
CYC1,206,17.930222174662454
CYC2,1251,32.63641006131187
CYC3,9647,342.0894258375864
CYC7,3281,275.55767693141826
CYC8,3156,31.247959007217887
CYK3,1268,13.702400824705336
CYM1,2412,23.326696809755035
CYR1,3742,17.675071130836997
CYS3,4279,103.7185237236312
CYS4,13412,252.77898649494506
CYT1,3919,121.03882676597615
CYT2,2150,91.48862015766278
DAD1,885,89.19300606557945
DAD2,688,49.158064562326274
DAD3,731,73.67241517959161
DAD4,1717,225.1949103689651
DAK1,9802,160.42423162529707
DAK2,587,9.493525697142767
DAL1,949,19.709537021807947
DAL2,1439,40.05101134606175
DAL3,433,21.151587135406494
DAL4,811,12.208853271368667
DAL5,1465,25.78397436685157
DAL7,1574,27.153316428943036
DAL80,957,33.93589515150515
DAL81,1577,15.549756734817953
DAL82,824,30.81756936270109
DAM1,2018,56.166046488083815
DAN1,18289,585.6388880209789
