"gene","Sample","Value","Strain","Replicate","Condition"
"AFG2","JCYL003B",21.249053596838,"JCYL","003","B"
"AFG2","JCYL001D",21.7402899594655,"JCYL","001","D"
"AFG2","JCYL002D",22.7284506439383,"JCYL","002","D"
"AFG2","JCYL003D",22.2322941568425,"JCYL","003","D"
"AFG3","JCYL001B",52.6373501048996,"JCYL","001","B"
"AFG3","JCYL002B",51.4495980186006,"JCYL","002","B"
"AFG3","JCYL003B",51.2688915080032,"JCYL","003","B"
"AFG3","JCYL001D",63.4004066422144,"JCYL","001","D"
"AFG3","JCYL002D",62.3340566657432,"JCYL","002","D"
"AFG3","JCYL003D",59.4404689079634,"JCYL","003","D"
"AFI1","JCYL001B",12.3535124595357,"JCYL","001","B"
"AFI1","JCYL002B",12.4712100384151,"JCYL","002","B"
"AFI1","JCYL003B",12.230687216411,"JCYL","003","B"
"AFI1","JCYL001D",11.535565460323,"JCYL","001","D"
"AFI1","JCYL002D",12.2625023506154,"JCYL","002","D"
"AFI1","JCYL003D",11.6232629366728,"JCYL","003","D"
"AFR1","JCYL001B",28.9192933438649,"JCYL","001","B"
"AFR1","JCYL002B",29.0753823825103,"JCYL","002","B"
"AFR1","JCYL003B",28.8137077436852,"JCYL","003","B"
"AFR1","JCYL001D",36.3951803662844,"JCYL","001","D"
"AFR1","JCYL002D",34.813162169869,"JCYL","002","D"
"AFR1","JCYL003D",34.5804379823097,"JCYL","003","D"
"AFT1","JCYL001B",43.7223195085657,"JCYL","001","B"
"AFT1","JCYL002B",46.3074707093104,"JCYL","002","B"
"AFT1","JCYL003B",48.2107795163408,"JCYL","003","B"
"AFT1","JCYL001D",31.6853994974184,"JCYL","001","D"
"AFT1","JCYL002D",33.2540335106774,"JCYL","002","D"
"AFT1","JCYL003D",31.7350763290206,"JCYL","003","D"
"AFT2","JCYL001B",51.3795173341993,"JCYL","001","B"
"AFT2","JCYL002B",56.9686891809821,"JCYL","002","B"
"AFT2","JCYL003B",58.3972758403739,"JCYL","003","B"
"AFT2","JCYL001D",35.131780615262,"JCYL","001","D"
"AFT2","JCYL002D",36.5755492499139,"JCYL","002","D"
"AFT2","JCYL003D",37.2793254463748,"JCYL","003","D"
"AGA1","JCYL001B",34.1132749568802,"JCYL","001","B"
"AGA1","JCYL002B",34.818371134097,"JCYL","002","B"
"AGA1","JCYL003B",37.2441288160879,"JCYL","003","B"
"AGA1","JCYL001D",8.59598761642323,"JCYL","001","D"
"AGA1","JCYL002D",8.32154324228597,"JCYL","002","D"
"AGA1","JCYL003D",9.6320704057555,"JCYL","003","D"
"AGA2","JCYL001B",12.926648765306,"JCYL","001","B"
"AGA2","JCYL002B",13.6173065838349,"JCYL","002","B"
"AGA2","JCYL003B",12.4252663312175,"JCYL","003","B"
"AGA2","JCYL001D",14.1468715115846,"JCYL","001","D"
"AGA2","JCYL002D",15.993584099972,"JCYL","002","D"
"AGA2","JCYL003D",15.3764550827478,"JCYL","003","D"
"AGC1","JCYL001B",17.1602358545024,"JCYL","001","B"
"AGC1","JCYL002B",18.1123912659191,"JCYL","002","B"
"AGC1","JCYL003B",16.5675361669142,"JCYL","003","B"
"AGC1","JCYL001D",28.7293734751745,"JCYL","001","D"
"AGC1","JCYL002D",28.8398030011021,"JCYL","002","D"
"AGC1","JCYL003D",28.7799799393119,"JCYL","003","D"
"AGE1","JCYL001B",30.0608172849053,"JCYL","001","B"
"AGE1","JCYL002B",31.9344926936668,"JCYL","002","B"
"AGE1","JCYL003B",30.1489599259821,"JCYL","003","B"
"AGE1","JCYL001D",25.791467292769,"JCYL","001","D"
"AGE1","JCYL002D",28.5051211440241,"JCYL","002","D"
"AGE1","JCYL003D",27.8226034724706,"JCYL","003","D"
"AGE2","JCYL001B",78.9957708340625,"JCYL","001","B"
"AGE2","JCYL002B",80.6698941418575,"JCYL","002","B"
"AGE2","JCYL003B",83.8360794962006,"JCYL","003","B"
"AGE2","JCYL001D",62.3469675800652,"JCYL","001","D"
"AGE2","JCYL002D",64.3309380520612,"JCYL","002","D"
"AGE2","JCYL003D",67.8826779572812,"JCYL","003","D"
"AGP1","JCYL001B",126.882094257021,"JCYL","001","B"
"AGP1","JCYL002B",133.494651115107,"JCYL","002","B"
"AGP1","JCYL003B",133.087610491523,"JCYL","003","B"
"AGP1","JCYL001D",120.223214986817,"JCYL","001","D"
"AGP1","JCYL002D",110.13569366313,"JCYL","002","D"
"AGP1","JCYL003D",131.412464533617,"JCYL","003","D"
"AGP2","JCYL001B",31.777265638861,"JCYL","001","B"
"AGP2","JCYL002B",31.8174850561314,"JCYL","002","B"
"AGP2","JCYL003B",30.6738489858589,"JCYL","003","B"
"AGP2","JCYL001D",29.1403996874708,"JCYL","001","D"
"AGP2","JCYL002D",26.5260332606242,"JCYL","002","D"
"AGP2","JCYL003D",28.4096852409212,"JCYL","003","D"
"AGP3","JCYL001B",10.3350553423404,"JCYL","001","B"
"AGP3","JCYL002B",10.5011864822398,"JCYL","002","B"
"AGP3","JCYL003B",9.87157735039971,"JCYL","003","B"
"AGP3","JCYL001D",10.1151478317928,"JCYL","001","D"
"AGP3","JCYL002D",12.0236531629595,"JCYL","002","D"
"AGP3","JCYL003D",10.5509581586245,"JCYL","003","D"
"AGX1","JCYL001B",36.083444515615,"JCYL","001","B"
"AGX1","JCYL002B",34.6105747789669,"JCYL","002","B"
"AGX1","JCYL003B",35.1837622383554,"JCYL","003","B"
"AGX1","JCYL001D",55.9935207908293,"JCYL","001","D"
"AGX1","JCYL002D",52.6343435284686,"JCYL","002","D"
"AGX1","JCYL003D",56.5163634825609,"JCYL","003","D"
"AHA1","JCYL001B",184.219171645321,"JCYL","001","B"
"AHA1","JCYL002B",177.71387220151,"JCYL","002","B"
"AHA1","JCYL003B",167.782284747956,"JCYL","003","B"
"AHA1","JCYL001D",152.46637679604,"JCYL","001","D"
"AHA1","JCYL002D",163.746626954815,"JCYL","002","D"
"AHA1","JCYL003D",148.905589683694,"JCYL","003","D"
"AHC1","JCYL001B",39.2561978641159,"JCYL","001","B"
"AHC1","JCYL002B",39.9126832470569,"JCYL","002","B"
"AHC1","JCYL003B",38.298386390705,"JCYL","003","B"
"AHC1","JCYL001D",56.5057131530358,"JCYL","001","D"
"AHC1","JCYL002D",56.889103232035,"JCYL","002","D"
"AHC1","JCYL003D",55.5810502882021,"JCYL","003","D"
"AHC2","JCYL001B",213.649895994293,"JCYL","001","B"
"AHC2","JCYL002B",201.477936507525,"JCYL","002","B"
"AHC2","JCYL003B",194.396951007686,"JCYL","003","B"
"AHC2","JCYL001D",314.920184910844,"JCYL","001","D"
"AHC2","JCYL002D",319.962770280977,"JCYL","002","D"
"AHC2","JCYL003D",307.954936377645,"JCYL","003","D"
"AHP1","JCYL001B",1768.73864641478,"JCYL","001","B"
"AHP1","JCYL002B",1563.40985135837,"JCYL","002","B"
"AHP1","JCYL003B",1669.08873583209,"JCYL","003","B"
"AHP1","JCYL001D",1419.76321469627,"JCYL","001","D"
"AHP1","JCYL002D",1488.30384017615,"JCYL","002","D"
"AHP1","JCYL003D",1271.95320302559,"JCYL","003","D"
"AHT1","JCYL001B",8.41864617321424,"JCYL","001","B"
"AHT1","JCYL002B",7.38886196854369,"JCYL","002","B"
"AHT1","JCYL003B",7.65022271023741,"JCYL","003","B"
"AHT1","JCYL001D",7.76843541915886,"JCYL","001","D"
"AHT1","JCYL002D",7.1677130927944,"JCYL","002","D"
"AHT1","JCYL003D",8.97456970415914,"JCYL","003","D"
"AI1","JCYL001B",0,"JCYL","001","B"
"AI1","JCYL002B",0,"JCYL","002","B"
"AI1","JCYL003B",0,"JCYL","003","B"
"AI1","JCYL001D",0,"JCYL","001","D"
"AI1","JCYL002D",0,"JCYL","002","D"
"AI1","JCYL003D",0,"JCYL","003","D"
"AI2","JCYL001B",0,"JCYL","001","B"
"AI2","JCYL002B",0,"JCYL","002","B"
"AI2","JCYL003B",0,"JCYL","003","B"
"AI2","JCYL001D",0,"JCYL","001","D"
"AI2","JCYL002D",0,"JCYL","002","D"
"AI2","JCYL003D",0,"JCYL","003","D"
"AI3","JCYL001B",0,"JCYL","001","B"
"AI3","JCYL002B",0,"JCYL","002","B"
"AI3","JCYL003B",0,"JCYL","003","B"
"AI3","JCYL001D",0,"JCYL","001","D"
"AI3","JCYL002D",0,"JCYL","002","D"
"AI3","JCYL003D",0,"JCYL","003","D"
"AI4","JCYL001B",0,"JCYL","001","B"
"AI4","JCYL002B",0,"JCYL","002","B"
"AI4","JCYL003B",0,"JCYL","003","B"
"AI4","JCYL001D",0,"JCYL","001","D"
"AI4","JCYL002D",0,"JCYL","002","D"
"AI4","JCYL003D",0,"JCYL","003","D"
"AI5_ALPHA","JCYL001B",0,"JCYL","001","B"
"AI5_ALPHA","JCYL002B",0,"JCYL","002","B"
"AI5_ALPHA","JCYL003B",0,"JCYL","003","B"
"AI5_ALPHA","JCYL001D",0,"JCYL","001","D"
"AI5_ALPHA","JCYL002D",0,"JCYL","002","D"
"AI5_ALPHA","JCYL003D",0,"JCYL","003","D"
"AI5_BETA","JCYL001B",0,"JCYL","001","B"
"AI5_BETA","JCYL002B",0,"JCYL","002","B"
"AI5_BETA","JCYL003B",0,"JCYL","003","B"
"AI5_BETA","JCYL001D",0,"JCYL","001","D"
"AI5_BETA","JCYL002D",0,"JCYL","002","D"
"AI5_BETA","JCYL003D",0,"JCYL","003","D"
"AIF1","JCYL001B",38.4514961382307,"JCYL","001","B"
"AIF1","JCYL002B",36.403450703473,"JCYL","002","B"
"AIF1","JCYL003B",37.7209919998238,"JCYL","003","B"
"AIF1","JCYL001D",20.5350587715693,"JCYL","001","D"
"AIF1","JCYL002D",20.361368675943,"JCYL","002","D"
"AIF1","JCYL003D",20.2768891050709,"JCYL","003","D"
"AIM1","JCYL001B",79.9360078747066,"JCYL","001","B"
"AIM1","JCYL002B",77.7018420650164,"JCYL","002","B"
"AIM1","JCYL003B",84.1557345797692,"JCYL","003","B"
"AIM1","JCYL001D",120.47658319543,"JCYL","001","D"
"AIM1","JCYL002D",91.7210516726226,"JCYL","002","D"
"AIM1","JCYL003D",117.093446390606,"JCYL","003","D"
"AIM10","JCYL001B",11.0837647241598,"JCYL","001","B"
"AIM10","JCYL002B",11.534749742942,"JCYL","002","B"
"AIM10","JCYL003B",11.3169564835359,"JCYL","003","B"
"AIM10","JCYL001D",11.5535024901452,"JCYL","001","D"
"AIM10","JCYL002D",11.316697241702,"JCYL","002","D"
"AIM10","JCYL003D",11.5107271673992,"JCYL","003","D"
"AIM11","JCYL001B",28.2449242525638,"JCYL","001","B"
"AIM11","JCYL002B",28.6119232350117,"JCYL","002","B"
"AIM11","JCYL003B",26.9578623916789,"JCYL","003","B"
"AIM11","JCYL001D",40.9472558836001,"JCYL","001","D"
"AIM11","JCYL002D",40.6471056029336,"JCYL","002","D"
"AIM11","JCYL003D",38.8454780585279,"JCYL","003","D"
"AIM13","JCYL001B",50.651844330823,"JCYL","001","B"
"AIM13","JCYL002B",48.533311753671,"JCYL","002","B"
"AIM13","JCYL003B",48.5248855530131,"JCYL","003","B"
"AIM13","JCYL001D",99.8100348110286,"JCYL","001","D"
"AIM13","JCYL002D",89.6409307664738,"JCYL","002","D"
"AIM13","JCYL003D",97.7349752467284,"JCYL","003","D"
"AIM14","JCYL001B",17.0513329880458,"JCYL","001","B"
"AIM14","JCYL002B",17.0727134374316,"JCYL","002","B"
"AIM14","JCYL003B",17.3954135376045,"JCYL","003","B"
"AIM14","JCYL001D",20.1286620610228,"JCYL","001","D"
"AIM14","JCYL002D",21.1776798218579,"JCYL","002","D"
"AIM14","JCYL003D",20.1519317211258,"JCYL","003","D"
"AIM17","JCYL001B",80.8633063988466,"JCYL","001","B"
"AIM17","JCYL002B",75.8421268556816,"JCYL","002","B"
"AIM17","JCYL003B",64.5808836869428,"JCYL","003","B"
"AIM17","JCYL001D",61.5999010501382,"JCYL","001","D"
"AIM17","JCYL002D",64.9250513345626,"JCYL","002","D"
"AIM17","JCYL003D",58.2071593906566,"JCYL","003","D"
"AIM18","JCYL001B",61.5310251396149,"JCYL","001","B"
"AIM18","JCYL002B",56.7277287534743,"JCYL","002","B"
"AIM18","JCYL003B",56.8387233972989,"JCYL","003","B"
"AIM18","JCYL001D",58.3425938083044,"JCYL","001","D"
"AIM18","JCYL002D",59.1709225416633,"JCYL","002","D"
"AIM18","JCYL003D",56.1691529749761,"JCYL","003","D"
"AIM19","JCYL001B",121.146908213316,"JCYL","001","B"
"AIM19","JCYL002B",110.023923910513,"JCYL","002","B"
"AIM19","JCYL003B",108.721447879117,"JCYL","003","B"
"AIM19","JCYL001D",151.993664031365,"JCYL","001","D"
"AIM19","JCYL002D",136.889544923862,"JCYL","002","D"
"AIM19","JCYL003D",147.093347491741,"JCYL","003","D"
"AIM2","JCYL001B",36.4809321908576,"JCYL","001","B"
"AIM2","JCYL002B",34.4522773642007,"JCYL","002","B"
"AIM2","JCYL003B",38.6001765809635,"JCYL","003","B"
"AIM2","JCYL001D",49.8490153950321,"JCYL","001","D"
"AIM2","JCYL002D",51.0892577116183,"JCYL","002","D"
"AIM2","JCYL003D",49.5551731009964,"JCYL","003","D"
"AIM20","JCYL001B",60.0340678129703,"JCYL","001","B"
"AIM20","JCYL002B",59.7976595510049,"JCYL","002","B"
"AIM20","JCYL003B",68.9402604775245,"JCYL","003","B"
"AIM20","JCYL001D",77.7318832714578,"JCYL","001","D"
"AIM20","JCYL002D",58.0067950154484,"JCYL","002","D"
"AIM20","JCYL003D",73.2618946470954,"JCYL","003","D"
"AIM21","JCYL001B",39.9905847305382,"JCYL","001","B"
"AIM21","JCYL002B",39.1860187314313,"JCYL","002","B"
"AIM21","JCYL003B",38.4110817117661,"JCYL","003","B"
"AIM21","JCYL001D",46.7023931328166,"JCYL","001","D"
"AIM21","JCYL002D",46.8300334439035,"JCYL","002","D"
"AIM21","JCYL003D",45.5093357617455,"JCYL","003","D"
"AIM22","JCYL001B",25.4948170079099,"JCYL","001","B"
"AIM22","JCYL002B",26.1664131126425,"JCYL","002","B"
"AIM22","JCYL003B",26.0457600141045,"JCYL","003","B"
"AIM22","JCYL001D",24.1149063274104,"JCYL","001","D"
"AIM22","JCYL002D",25.1969934869842,"JCYL","002","D"
"AIM22","JCYL003D",24.9160982826607,"JCYL","003","D"
"AIM23","JCYL001B",41.1472231370116,"JCYL","001","B"
"AIM23","JCYL002B",39.9395633031214,"JCYL","002","B"
"AIM23","JCYL003B",35.7232505971265,"JCYL","003","B"
"AIM23","JCYL001D",35.3442973296023,"JCYL","001","D"
"AIM23","JCYL002D",35.9374880822557,"JCYL","002","D"
"AIM23","JCYL003D",35.1540739719758,"JCYL","003","D"
"AIM24","JCYL001B",12.2677542991865,"JCYL","001","B"
"AIM24","JCYL002B",12.9753411896329,"JCYL","002","B"
"AIM24","JCYL003B",13.401001784981,"JCYL","003","B"
"AIM24","JCYL001D",18.8695813004825,"JCYL","001","D"
"AIM24","JCYL002D",17.5005314625991,"JCYL","002","D"
"AIM24","JCYL003D",17.3112526292503,"JCYL","003","D"
"AIM25","JCYL001B",49.6460768213155,"JCYL","001","B"
"AIM25","JCYL002B",48.7781436892279,"JCYL","002","B"
"AIM25","JCYL003B",46.8885990684537,"JCYL","003","B"
"AIM25","JCYL001D",56.1244570495783,"JCYL","001","D"
"AIM25","JCYL002D",51.5499194833342,"JCYL","002","D"
"AIM25","JCYL003D",54.4173632867008,"JCYL","003","D"
"AIM26","JCYL001B",20.0969059346014,"JCYL","001","B"
"AIM26","JCYL002B",20.2759622901707,"JCYL","002","B"
"AIM26","JCYL003B",21.0389336449423,"JCYL","003","B"
"AIM26","JCYL001D",11.9464174933283,"JCYL","001","D"
"AIM26","JCYL002D",12.0685594306082,"JCYL","002","D"
"AIM26","JCYL003D",13.2804279449687,"JCYL","003","D"
"AIM29","JCYL001B",128.728855986262,"JCYL","001","B"
"AIM29","JCYL002B",127.212821485368,"JCYL","002","B"
"AIM29","JCYL003B",127.998406193717,"JCYL","003","B"
"AIM29","JCYL001D",127.066755267658,"JCYL","001","D"
"AIM29","JCYL002D",117.224909101835,"JCYL","002","D"
"AIM29","JCYL003D",127.062669932168,"JCYL","003","D"
"AIM3","JCYL001B",13.9174384494006,"JCYL","001","B"
"AIM3","JCYL002B",14.2120640728996,"JCYL","002","B"
"AIM3","JCYL003B",14.9295266024764,"JCYL","003","B"
"AIM3","JCYL001D",13.9539333701036,"JCYL","001","D"
"AIM3","JCYL002D",13.7354125052717,"JCYL","002","D"
"AIM3","JCYL003D",14.6221683210309,"JCYL","003","D"
"AIM32","JCYL001B",19.780147585757,"JCYL","001","B"
"AIM32","JCYL002B",19.800771683667,"JCYL","002","B"
"AIM32","JCYL003B",20.4705741737648,"JCYL","003","B"
"AIM32","JCYL001D",22.9111450948574,"JCYL","001","D"
"AIM32","JCYL002D",23.4142946713875,"JCYL","002","D"
"AIM32","JCYL003D",22.1151285864222,"JCYL","003","D"
"AIM33","JCYL001B",28.6453834227637,"JCYL","001","B"
"AIM33","JCYL002B",29.3605168291475,"JCYL","002","B"
"AIM33","JCYL003B",27.5877938666907,"JCYL","003","B"
"AIM33","JCYL001D",48.4729000332624,"JCYL","001","D"
"AIM33","JCYL002D",44.7518634971374,"JCYL","002","D"
"AIM33","JCYL003D",49.0390527098203,"JCYL","003","D"
"AIM34","JCYL001B",30.4269569006657,"JCYL","001","B"
"AIM34","JCYL002B",29.5389950776872,"JCYL","002","B"
"AIM34","JCYL003B",33.2242973669376,"JCYL","003","B"
"AIM34","JCYL001D",28.6157110504388,"JCYL","001","D"
"AIM34","JCYL002D",32.0910474936572,"JCYL","002","D"
"AIM34","JCYL003D",27.5618931722214,"JCYL","003","D"
"AIM36","JCYL001B",38.4173385303559,"JCYL","001","B"
"AIM36","JCYL002B",36.3089838557151,"JCYL","002","B"
"AIM36","JCYL003B",38.4805853318431,"JCYL","003","B"
"AIM36","JCYL001D",43.4531426368933,"JCYL","001","D"
"AIM36","JCYL002D",47.2361530401596,"JCYL","002","D"
"AIM36","JCYL003D",43.2536160152104,"JCYL","003","D"
"AIM37","JCYL001B",63.0423716229795,"JCYL","001","B"
"AIM37","JCYL002B",56.8152556927385,"JCYL","002","B"
"AIM37","JCYL003B",57.8781704053629,"JCYL","003","B"
"AIM37","JCYL001D",91.8698030154086,"JCYL","001","D"
"AIM37","JCYL002D",90.0807547015008,"JCYL","002","D"
"AIM37","JCYL003D",93.0948580199079,"JCYL","003","D"
"AIM39","JCYL001B",44.129294385148,"JCYL","001","B"
"AIM39","JCYL002B",41.7720080341962,"JCYL","002","B"
"AIM39","JCYL003B",39.7402079960021,"JCYL","003","B"
"AIM39","JCYL001D",65.5319596472111,"JCYL","001","D"
"AIM39","JCYL002D",65.8602011917213,"JCYL","002","D"
"AIM39","JCYL003D",62.3144210223655,"JCYL","003","D"
"AIM4","JCYL001B",34.2390381825276,"JCYL","001","B"
"AIM4","JCYL002B",35.9784198799578,"JCYL","002","B"
"AIM4","JCYL003B",34.6948497919014,"JCYL","003","B"
"AIM4","JCYL001D",35.1713896102787,"JCYL","001","D"
"AIM4","JCYL002D",36.676092570706,"JCYL","002","D"
"AIM4","JCYL003D",37.2351783510815,"JCYL","003","D"
"AIM41","JCYL001B",93.1821925220689,"JCYL","001","B"
"AIM41","JCYL002B",85.3208747304504,"JCYL","002","B"
"AIM41","JCYL003B",86.0366346383493,"JCYL","003","B"
"AIM41","JCYL001D",241.255437388124,"JCYL","001","D"
"AIM41","JCYL002D",234.057814623158,"JCYL","002","D"
"AIM41","JCYL003D",235.184161546353,"JCYL","003","D"
"AIM43","JCYL001B",47.1346294465425,"JCYL","001","B"
"AIM43","JCYL002B",47.6957676771862,"JCYL","002","B"
"AIM43","JCYL003B",45.7896541780633,"JCYL","003","B"
"AIM43","JCYL001D",50.4728854917101,"JCYL","001","D"
"AIM43","JCYL002D",49.1276101761601,"JCYL","002","D"
"AIM43","JCYL003D",53.7345305557202,"JCYL","003","D"
"AIM44","JCYL001B",28.6767148234109,"JCYL","001","B"
"AIM44","JCYL002B",29.6241757801092,"JCYL","002","B"
"AIM44","JCYL003B",29.4584670000856,"JCYL","003","B"
"AIM44","JCYL001D",20.6878981244677,"JCYL","001","D"
"AIM44","JCYL002D",20.0948669792017,"JCYL","002","D"
"AIM44","JCYL003D",20.4270906774683,"JCYL","003","D"
"AIM45","JCYL001B",143.572391992435,"JCYL","001","B"
"AIM45","JCYL002B",143.395092126838,"JCYL","002","B"
"AIM45","JCYL003B",141.642987306993,"JCYL","003","B"
"AIM45","JCYL001D",174.091572779792,"JCYL","001","D"
"AIM45","JCYL002D",173.754373348977,"JCYL","002","D"
"AIM45","JCYL003D",180.476952517197,"JCYL","003","D"
"AIM46","JCYL001B",206.472915914276,"JCYL","001","B"
"AIM46","JCYL002B",202.28924893028,"JCYL","002","B"
"AIM46","JCYL003B",208.978365244939,"JCYL","003","B"
"AIM46","JCYL001D",149.840329196117,"JCYL","001","D"
"AIM46","JCYL002D",156.207258211315,"JCYL","002","D"
"AIM46","JCYL003D",144.110910315303,"JCYL","003","D"
"AIM5","JCYL001B",145.070692715007,"JCYL","001","B"
"AIM5","JCYL002B",148.844487271753,"JCYL","002","B"
"AIM5","JCYL003B",143.733275649092,"JCYL","003","B"
"AIM5","JCYL001D",243.355191725597,"JCYL","001","D"
"AIM5","JCYL002D",217.795013385542,"JCYL","002","D"
"AIM5","JCYL003D",246.356765118297,"JCYL","003","D"
"AIM6","JCYL001B",65.150497206651,"JCYL","001","B"
"AIM6","JCYL002B",62.5998888272981,"JCYL","002","B"
"AIM6","JCYL003B",61.940711476414,"JCYL","003","B"
"AIM6","JCYL001D",55.421282431589,"JCYL","001","D"
"AIM6","JCYL002D",62.8824418332214,"JCYL","002","D"
"AIM6","JCYL003D",56.612588690672,"JCYL","003","D"
"AIM7","JCYL001B",174.84157624482,"JCYL","001","B"
"AIM7","JCYL002B",165.552098096878,"JCYL","002","B"
"AIM7","JCYL003B",165.886982520455,"JCYL","003","B"
"AIM7","JCYL001D",191.905810743298,"JCYL","001","D"
"AIM7","JCYL002D",173.041150637738,"JCYL","002","D"
"AIM7","JCYL003D",183.102670622001,"JCYL","003","D"
"AIM9","JCYL001B",57.322254402469,"JCYL","001","B"
"AIM9","JCYL002B",56.4711509045588,"JCYL","002","B"
"AIM9","JCYL003B",51.4850847540563,"JCYL","003","B"
"AIM9","JCYL001D",54.5981458239161,"JCYL","001","D"
"AIM9","JCYL002D",62.4622258012424,"JCYL","002","D"
"AIM9","JCYL003D",53.2086501793728,"JCYL","003","D"
"AIP1","JCYL001B",103.500434096117,"JCYL","001","B"
"AIP1","JCYL002B",101.249143451042,"JCYL","002","B"
"AIP1","JCYL003B",100.779029321958,"JCYL","003","B"
"AIP1","JCYL001D",110.736755528007,"JCYL","001","D"
"AIP1","JCYL002D",107.587550184651,"JCYL","002","D"
"AIP1","JCYL003D",106.69616542151,"JCYL","003","D"
"AIR1","JCYL001B",45.9265811085386,"JCYL","001","B"
"AIR1","JCYL002B",51.4963981554741,"JCYL","002","B"
"AIR1","JCYL003B",49.1696613851604,"JCYL","003","B"
"AIR1","JCYL001D",41.1823001837009,"JCYL","001","D"
"AIR1","JCYL002D",43.1245399532061,"JCYL","002","D"
"AIR1","JCYL003D",45.5801945258065,"JCYL","003","D"
"AIR2","JCYL001B",62.3358613334242,"JCYL","001","B"
"AIR2","JCYL002B",62.3099786574066,"JCYL","002","B"
"AIR2","JCYL003B",59.3585417321652,"JCYL","003","B"
"AIR2","JCYL001D",38.9948361067333,"JCYL","001","D"
"AIR2","JCYL002D",43.6259183684062,"JCYL","002","D"
"AIR2","JCYL003D",38.9815846346036,"JCYL","003","D"
"AKL1","JCYL001B",37.0316184959542,"JCYL","001","B"
"AKL1","JCYL002B",36.7603892060388,"JCYL","002","B"
"AKL1","JCYL003B",37.8440630724263,"JCYL","003","B"
"AKL1","JCYL001D",40.2385269752815,"JCYL","001","D"
"AKL1","JCYL002D",40.3609337254772,"JCYL","002","D"
"AKL1","JCYL003D",39.2026098129057,"JCYL","003","D"
"AKR1","JCYL001B",129.297621776997,"JCYL","001","B"
"AKR1","JCYL002B",128.659372348635,"JCYL","002","B"
"AKR1","JCYL003B",137.080340993269,"JCYL","003","B"
"AKR1","JCYL001D",65.6715492712343,"JCYL","001","D"
"AKR1","JCYL002D",74.0044064284897,"JCYL","002","D"
"AKR1","JCYL003D",65.2293728126369,"JCYL","003","D"
"AKR2","JCYL001B",33.153020195056,"JCYL","001","B"
"AKR2","JCYL002B",36.2735604568315,"JCYL","002","B"
"AKR2","JCYL003B",33.8177815700836,"JCYL","003","B"
"AKR2","JCYL001D",31.388165808516,"JCYL","001","D"
"AKR2","JCYL002D",30.7146446650237,"JCYL","002","D"
"AKR2","JCYL003D",33.2600939866215,"JCYL","003","D"
"ALA1","JCYL001B",89.8600192445282,"JCYL","001","B"
"ALA1","JCYL002B",94.442696835924,"JCYL","002","B"
"ALA1","JCYL003B",93.9841415379904,"JCYL","003","B"
"ALA1","JCYL001D",105.585560260326,"JCYL","001","D"
"ALA1","JCYL002D",99.3380451429384,"JCYL","002","D"
"ALA1","JCYL003D",108.699171792882,"JCYL","003","D"
"ALB1","JCYL001B",96.3900502420852,"JCYL","001","B"
"ALB1","JCYL002B",112.986841114522,"JCYL","002","B"
"ALB1","JCYL003B",110.724219129121,"JCYL","003","B"
"ALB1","JCYL001D",175.831922368178,"JCYL","001","D"
"ALB1","JCYL002D",179.084621962951,"JCYL","002","D"
"ALB1","JCYL003D",182.698109437381,"JCYL","003","D"
"ALD2","JCYL001B",28.3551518366774,"JCYL","001","B"
"ALD2","JCYL002B",27.9314847663947,"JCYL","002","B"
"ALD2","JCYL003B",37.0259148378644,"JCYL","003","B"
"ALD2","JCYL001D",29.782508403341,"JCYL","001","D"
"ALD2","JCYL002D",31.1403745644666,"JCYL","002","D"
"ALD2","JCYL003D",32.4137904937795,"JCYL","003","D"
"ALD3","JCYL001B",12.578734023498,"JCYL","001","B"
"ALD3","JCYL002B",12.6003095944456,"JCYL","002","B"
"ALD3","JCYL003B",15.398910689237,"JCYL","003","B"
"ALD3","JCYL001D",18.455650154198,"JCYL","001","D"
"ALD3","JCYL002D",16.4860806517764,"JCYL","002","D"
"ALD3","JCYL003D",22.8383778400546,"JCYL","003","D"
"ALD4","JCYL001B",140.98737996176,"JCYL","001","B"
"ALD4","JCYL002B",131.058790507019,"JCYL","002","B"
"ALD4","JCYL003B",129.151308931183,"JCYL","003","B"
"ALD4","JCYL001D",268.353866209923,"JCYL","001","D"
"ALD4","JCYL002D",226.268624285726,"JCYL","002","D"
"ALD4","JCYL003D",227.044239289945,"JCYL","003","D"
"ALD5","JCYL001B",325.324795797875,"JCYL","001","B"
"ALD5","JCYL002B",338.852443875426,"JCYL","002","B"
"ALD5","JCYL003B",319.78717633679,"JCYL","003","B"
"ALD5","JCYL001D",139.022114812078,"JCYL","001","D"
