"Condition","Mean","SD","SEM","n","Gene"
"B",20.7655662827561,0.29392918961507,0.16970009674695,3,"AEP3"
"D",21.2739912302739,0.195104001029542,0.112643347514379,3,"AEP3"
"B",51.8804287069124,2.47934661925692,1.43145143804237,3,"AFG1"
"D",47.0922130307181,1.54042840289097,0.889366753076444,3,"AFG1"
"B",21.5154141769659,0.330402435981435,0.19075793535479,3,"AFG2"
"D",22.2336782534154,0.494081796241199,0.28525825806155,3,"AFG2"
"B",51.7852798771678,0.74342549423817,0.429216909220838,3,"AFG3"
"D",61.724977405307,2.04902656739886,1.18300604026443,3,"AFG3"
"B",12.3518032381206,0.120270520305635,0.0694382172740349,3,"AFI1"
"D",11.8071102492037,0.396811272975745,0.229099095270024,3,"AFI1"
"B",28.9361278233535,0.13164708096194,0.0760064776314047,3,"AFR1"
"D",35.2629268394877,0.98744046583906,0.570099018760911,3,"AFR1"
"B",46.0801899114056,2.25284503043847,1.30068068476616,3,"AFT1"
"D",32.2248364457055,0.891656826256404,0.514798308663902,3,"AFT1"
"B",55.5818274518518,3.70874273906148,2.14124361875222,3,"AFT2"
"D",36.3288851038502,1.09481487070866,0.632091660316448,3,"AFT2"
"B",35.3919249690217,1.64234115612335,0.948206108589015,3,"AGA1"
"D",8.8498670881549,0.691166731818697,0.399045298670438,3,"AGA1"
"B",12.9897405601195,0.5985193579949,0.345555312453557,3,"AGA2"
"D",15.1723035647681,0.94013043124195,0.542784557550899,3,"AGA2"
"B",17.2800544291119,0.779366208753273,0.449967290421,3,"AGC1"
"D",28.7830521385295,0.0552788282724326,0.031915246383576,3,"AGC1"
"B",30.7147566348514,1.05724137318537,0.610398591406984,3,"AGE1"
"D",27.3730639697546,1.41157487562104,0.814973134421118,3,"AGE1"
"B",81.1672481573735,2.45818383135898,1.41923309675269,3,"AGE2"
"D",64.8535278631359,2.80461181415246,1.61924338587333,3,"AGE2"
"B",131.154785287884,3.70585172412802,2.13957449050215,3,"AGP1"
"D",120.590457727855,10.6431384042459,6.14481882271383,3,"AGP1"
"B",31.4228665602838,0.648979888347378,0.374688713236012,3,"AGP2"
"D",28.0253727296721,1.34888844356478,0.778781105998904,3,"AGP2"
"B",10.2359397249933,0.326297171188597,0.18838775962155,3,"AGP3"
"D",10.8965863844589,1.00009614669942,0.577405779512416,3,"AGP3"
"B",35.2925938443124,0.742441616643929,0.428648867226953,3,"AGX1"
"D",55.0480759339529,2.10663694405044,1.21626740673233,3,"AGX1"
"B",176.571776198262,8.27774728894692,4.7791596255572,3,"AHA1"
"D",155.03953114485,7.747899024755,4.47325158759634,3,"AHA1"
"B",39.1557558339593,0.811822047109707,0.468705677432863,3,"AHC1"
"D",56.325288891091,0.67243238447537,0.388229018188677,3,"AHC1"
"B",203.174927836501,9.73800838684659,5.62224176351671,3,"AHC2"
"D",314.279297189822,6.0295166942069,3.4811430864837,3,"AHC2"
"B",1667.07907786841,102.679148631441,59.281834102524,3,"AHP1"
"D",1393.340085966,110.569145098375,63.8371256866136,3,"AHP1"
"B",7.81924361733178,0.535294243686117,0.309052275687837,3,"AHT1"
"D",7.9702394053708,0.920177341682781,0.531264635922748,3,"AHT1"
"B",0,0,0,3,"AI1"
"D",0,0,0,3,"AI1"
"B",0,0,0,3,"AI2"
"D",0,0,0,3,"AI2"
"B",0,0,0,3,"AI3"
"D",0,0,0,3,"AI3"
"B",0,0,0,3,"AI4"
"D",0,0,0,3,"AI4"
"B",0,0,0,3,"AI5_ALPHA"
"D",0,0,0,3,"AI5_ALPHA"
"B",0,0,0,3,"AI5_BETA"
"D",0,0,0,3,"AI5_BETA"
"B",37.5253129471758,1.03795002020419,0.599260723570265,3,"AIF1"
"D",20.3911055175277,0.1316286594384,0.07599584195983,3,"AIF1"
"B",80.5978615064974,3.2774563033596,1.8922402790019,3,"AIM1"
"D",109.763693752886,15.7166823339855,9.07403077629438,3,"AIM1"
"B",11.3118236502126,0.225536319192584,0.130213454597876,3,"AIM10"
"D",11.4603089664155,0.126196979620705,0.0728598601549315,3,"AIM10"
"B",27.9382366264181,0.868632427085733,0.501505165604786,3,"AIM11"
"D",40.1466131816872,1.13676602882261,0.656312172746353,3,"AIM11"
"B",49.2366805458357,1.22557502992231,0.70758607343773,3,"AIM13"
"D",95.7286469414103,5.37323777798691,3.10224027754061,3,"AIM13"
"B",17.1731533210273,0.192779624983277,0.11130136837837,3,"AIM14"
"D",20.4860912013355,0.599046312314319,0.345859549671725,3,"AIM14"
"B",73.762105647157,8.33811660467844,4.81401386624559,3,"AIM17"
"D",61.5773705917858,3.3590026434441,1.93932108040112,3,"AIM17"
"B",58.3658257634627,2.74170481103184,1.58292401068772,3,"AIM18"
"D",57.8942231083146,1.55030072770717,0.895066542466606,3,"AIM18"
"B",113.297426667649,6.82897366775706,3.9427097853684,3,"AIM19"
"D",145.325518815656,7.70568083782353,4.44887690600676,3,"AIM19"
"B",36.5111287120073,2.07411447382311,1.19749054979187,3,"AIM2"
"D",50.1644820692156,0.814244014425061,0.47010400091435,3,"AIM2"
"B",62.9239959471666,5.21157858916218,3.00890630135567,3,"AIM20"
"D",69.6668576446672,10.3422915721546,5.97112482322108,3,"AIM20"
"B",39.1958950579119,0.789797824095577,0.455989986346962,3,"AIM21"
"D",46.3472541128219,0.728459597065272,0.420576344459401,3,"AIM21"
"B",25.9023300448856,0.358035541567584,0.206711916303498,3,"AIM22"
"D",24.7426660323518,0.561504420565003,0.32418472836437,3,"AIM22"
"B",38.9366790124198,2.84766609765943,1.64410078804584,3,"AIM23"
"D",35.4786197946113,0.408615112913088,0.23591404543532,3,"AIM23"
"B",12.8813657579335,0.572438645041729,0.330497605809387,3,"AIM24"
"D",17.8937884641106,0.850344261945984,0.490946488538368,3,"AIM24"
"B",48.4376065263324,1.40992732396626,0.814021920029727,3,"AIM25"
"D",54.0305799398711,2.3116659586288,1.33464096349083,3,"AIM25"
"B",20.4706006232381,0.5002670409761,0.288829310774249,3,"AIM26"
"D",12.4318016229684,0.737465008664438,0.425775621270343,3,"AIM26"
"B",127.980027888449,0.758184326897905,0.437737925229861,3,"AIM29"
"D",123.784778100554,5.68101356561963,3.27993471138041,3,"AIM29"
"B",14.3530097082589,0.520557260533572,0.300543874497672,3,"AIM3"
"D",14.1038380654687,0.461993000450306,0.266731783173707,3,"AIM3"
"B",20.0171644810629,0.39279969504908,0.226783009674189,3,"AIM32"
"D",22.8135227842224,0.655061612164313,0.378199998118856,3,"AIM32"
"B",28.5312313728673,0.891857439996475,0.514914133060735,3,"AIM33"
"D",47.4212720800734,2.32904247498464,1.34467329988645,3,"AIM33"
"B",31.0634164484302,1.92332363572644,1.11043141882543,3,"AIM34"
"D",29.4228839054391,2.37001175740379,1.36832692611965,3,"AIM34"
"B",37.7356359059714,1.23592155651154,0.713559643349197,3,"AIM36"
"D",44.6476372307544,2.24393923488258,1.29553892130462,3,"AIM36"
"B",59.245265907027,3.33105925872956,1.9231879597141,3,"AIM37"
"D",91.6818052456058,1.51582059446239,0.87515942825604,3,"AIM37"
"B",41.8805034717821,2.19655372750797,1.2681808858662,3,"AIM39"
"D",64.5688606204326,1.95928789458962,1.13119539336129,3,"AIM39"
"B",34.9707692847956,0.901920643547997,0.520724126340117,3,"AIM4"
"D",36.3608868440221,1.06739026567927,0.616258057220312,3,"AIM4"
"B",88.1799006302895,4.3468691249404,2.50966605941641,3,"AIM41"
"D",236.832471185878,3.87158066782848,2.23525814076013,3,"AIM41"
"B",46.8733504339307,0.979549493240741,0.565543163607103,3,"AIM43"
"D",51.1116754078635,2.36895932080649,1.3677193015669,3,"AIM43"
"B",29.2531192012019,0.506010232106723,0.292145143719522,3,"AIM44"
"D",20.4032852603792,0.297231405181155,0.171606631792951,3,"AIM44"
"B",142.870157142089,1.06645120081123,0.615715887865963,3,"AIM45"
"D",176.107632881989,3.78769605697161,2.18682733810104,3,"AIM45"
"B",205.913510029832,3.37946304542934,1.95113389899502,3,"AIM46"
"D",150.052832574245,6.05097317541777,3.49353099168666,3,"AIM46"
"B",145.882818545284,2.65061923634054,1.53033572962041,3,"AIM5"
"D",235.835656743145,15.6955716772317,9.06184253293481,3,"AIM5"
"B",63.2303658367877,1.69523067844157,0.978741888536753,3,"AIM6"
"D",58.3054376518275,4.00830738692852,2.31419734883795,3,"AIM6"
"B",168.760218954051,5.26927099016368,3.04221502460409,3,"AIM7"
"D",182.683210667679,9.43932255061434,5.44979541556489,3,"AIM7"
"B",55.0928300203614,3.15324653665848,1.82052773676103,3,"AIM9"
"D",56.7563406015104,4.99004198087966,2.88100208092841,3,"AIM9"
"B",101.842868956372,1.45461110540366,0.839820113271024,3,"AIP1"
"D",108.340157044723,2.12282946007223,1.22561616021637,3,"AIP1"
"B",48.8642135497244,2.79744334513011,1.6151046683536,3,"AIR1"
"D",43.2956782209045,2.20393622663729,1.27244317372581,3,"AIR1"
"B",61.3347939076653,1.71153351533244,0.98815433580425,3,"AIR2"
"D",40.534113036581,2.67759015866978,1.54590739888749,3,"AIR2"
"B",37.2120235914731,0.563912015335457,0.32557475385319,3,"AKL1"
"D",39.9340235045548,0.636372802979664,0.367410009105266,3,"AKL1"
"B",131.6791117063,4.68847511894935,2.70689237201427,3,"AKR1"
"D",68.301776170787,4.94356894330245,2.85417086017314,3,"AKR1"
"B",34.4147874073237,1.64370157224921,0.948991545205494,3,"AKR2"
"D",31.7876348200537,1.31890472763952,0.761469999538146,3,"AKR2"
"B",92.7622858728142,2.52387240694982,1.45715841355275,3,"ALA1"
"D",104.540925732049,4.76719194204752,2.75233955101975,3,"ALA1"
"B",106.700370161909,9.00038261403635,5.19637332502351,3,"ALB1"
"D",179.204884589503,3.43467298906774,1.9830093748166,3,"ALB1"
"B",31.1041838136455,5.13274265758648,2.96339035503863,3,"ALD2"
"D",31.1122244871957,1.31586689296576,0.759716104871499,3,"ALD2"
"B",13.5259847690602,1.62203730017778,0.936483671893254,3,"ALD3"
"D",19.260036215343,3.25164536712955,1.87733832802144,3,"ALD3"
"B",133.732493133321,6.35489249796056,3.66899889436866,3,"ALD4"
"D",240.555576595198,24.0771483732353,13.900948094606,3,"ALD4"
"B",327.98813867003,9.80770885686035,5.6624833486418,3,"ALD5"
"D",153.47012811782,12.5927911775316,7.2704513761966,3,"ALD5"
"B",225.358052128795,1.72683358448289,0.996987834846883,3,"ALD6"
"D",640.515724125366,42.464156494423,24.5166921829655,3,"ALD6"
"B",137.109843893647,3.29167685538149,1.90045051853977,3,"ALE1"
"D",84.9245605182078,17.6232202086858,10.1747709314728,3,"ALE1"
"B",31.6026865842223,1.06486785913259,0.61480174512158,3,"ALF1"
"D",33.2275301906219,1.80808488404265,1.04389829451972,3,"ALF1"
"B",57.3929265797805,1.11386100245137,0.643087949605124,3,"ALG1"
"D",43.6024828053013,0.389064373857672,0.22462642097882,3,"ALG1"
"B",44.0152479843626,1.13940307129948,0.657834669930242,3,"ALG11"
"D",40.317965495202,1.12916209014729,0.651922036705257,3,"ALG11"
"B",32.8670435018122,0.50768647102167,0.293112920708293,3,"ALG12"
"D",26.1582842216696,1.21139348426609,0.699398354235586,3,"ALG12"
"B",31.4536284810939,0.957582870076929,0.552860727810289,3,"ALG13"
"D",38.6509256757198,2.41525169197616,1.39444621452314,3,"ALG13"
"B",44.8698540259975,0.685059271786805,0.395519154976961,3,"ALG14"
"D",36.0233470094231,3.58645235123239,2.07063923041978,3,"ALG14"
"B",31.4019023971861,0.554541509586129,0.320164689836373,3,"ALG2"
"D",26.3209032067281,0.423118654326674,0.244287668974658,3,"ALG2"
"B",19.6948367847919,0.83905383028847,0.484427954781635,3,"ALG3"
"D",14.8212683487358,0.447540246768312,0.258387481944877,3,"ALG3"
"B",35.9843334833471,0.327534811094601,0.189102311354441,3,"ALG5"
"D",34.2398875733701,0.728915876375146,0.420839777441783,3,"ALG5"
"B",67.1330160003237,0.581336842945973,0.335634982764705,3,"ALG6"
"D",42.36735788147,1.05723355619138,0.610394078263396,3,"ALG6"
"B",23.5104213248219,0.859013111035225,0.495951450893605,3,"ALG7"
"D",21.0135837348804,0.437647642671684,0.252675984306702,3,"ALG7"
"B",39.881857139056,0.855835256707174,0.494116715841859,3,"ALG8"
"D",36.1703635386765,3.88643161902994,2.24383234143401,3,"ALG8"
"B",49.3323052799387,1.20492936251759,0.695666291804017,3,"ALG9"
"D",54.517633467621,2.40246528046437,1.38706397639483,3,"ALG9"
"B",77.9058891208667,1.75304689539812,1.01212209696014,3,"ALK1"
"D",54.2288702859472,1.34979084102371,0.779302105414733,3,"ALK1"
"B",15.5555315151488,0.0762943093510956,0.0440485400414917,3,"ALK2"
"D",16.1475134112699,1.20719549130438,0.696974641869086,3,"ALK2"
"B",50.1464005942019,0.467680566398528,0.270015500904947,3,"ALO1"
"D",58.0292654565586,1.93537958071396,1.11739192190931,3,"ALO1"
"B",5.88343318182748,0.32223510010498,0.186042521787956,3,"ALP1"
"D",8.01109154755346,0.727805346158835,0.420198612522452,3,"ALP1"
"B",42.2033988380085,1.30020245321029,0.750672236361974,3,"ALR1"
"D",51.2189142933356,0.59014076212226,0.340717927871058,3,"ALR1"
"B",20.5104383358765,0.683494208705717,0.394615565385796,3,"ALR2"
"D",17.5653923873473,0.584541963028093,0.337485459706902,3,"ALR2"
"B",211.301652010521,1.83380755217355,1.05874928388937,3,"ALT1"
"D",120.53514880901,1.71253608781561,0.988733171297289,3,"ALT1"
"B",32.9306815231529,0.884916421137544,0.510906733954081,3,"ALT2"
"D",25.8729713923942,1.53716382775404,0.887481949742349,3,"ALT2"
"B",27.7088355717296,0.355637149870813,0.205327204211745,3,"ALY1"
"D",22.3551626734087,0.674435423958086,0.389385473573221,3,"ALY1"
"B",15.4972780387554,0.53388449604508,0.308238357507794,3,"ALY2"
"D",15.817369620022,0.236932463769955,0.136793021737345,3,"ALY2"
"B",7.77415294143775,0.393840320281566,0.22738381493229,3,"AMA1"
"D",10.2904005414774,1.95181102633644,1.12687862146263,3,"AMA1"
"B",34.0338928286631,0.251121185800867,0.144984884221348,3,"AMD1"
"D",44.8722529737633,0.332992745667268,0.19225345134919,3,"AMD1"
"B",40.0841416372259,1.79408697009254,1.03581659513253,3,"AMD2"
"D",28.9627301191238,1.59564164237645,0.921244131756218,3,"AMD2"
"B",29.2625577238791,0.196170172299602,0.11325890178415,3,"AME1"
"D",28.5474478939743,0.900501138345399,0.51990457462928,3,"AME1"
"B",228.069929427005,4.36992502138951,2.52297738743772,3,"AMN1"
"D",72.0107569184137,2.97549585896046,1.71790333514344,3,"AMN1"
"B",51.4123523722964,1.89035574594751,1.09139739878695,3,"AMS1"
"D",80.0901129287018,1.78409563825495,1.03004809700653,3,"AMS1"
"B",983.127766874194,63.4770838795425,36.6485114652263,3,"ANB1"
"D",1171.22974147671,18.32299423898,10.5787856562351,3,"ANB1"
"B",70.7643951436516,2.60580785182973,1.50446386471033,3,"ANP1"
"D",69.2289635880589,4.67200804125793,2.69738510027636,3,"ANP1"
"B",36.8774392515024,0.226823578177324,0.130956653919232,3,"ANR2"
"D",33.3166792479351,2.89519016084087,1.67153881871663,3,"ANR2"
"B",18.8648394737052,0.864447279502648,0.499088869521093,3,"ANS1"
"D",131.48896863798,12.3084863187741,7.10630788946104,3,"ANS1"
"B",41.1847861610056,1.65741507722604,0.956909040995396,3,"ANT1"
"D",28.791912871629,1.43349291019226,0.827627517580921,3,"ANT1"
"B",50.4663403652081,0.490091717149866,0.282954584824081,3,"AOS1"
"D",46.8805648830444,1.69306600652314,0.977492114621938,3,"AOS1"
"B",166.044553407252,2.03879338569723,1.17709791005433,3,"APA1"
"D",166.187834474778,2.09639280809136,1.21035295207874,3,"APA1"
"B",144.579885489232,3.78303084906621,2.18413387906103,3,"APA2"
"D",112.460680271659,4.98933587435426,2.88059441013589,3,"APA2"
"B",7.31046408459142,0.142773349371314,0.0824302316926328,3,"APC1"
"D",6.42151609351049,0.349958765838496,0.202048787662125,3,"APC1"
"B",69.1549025691233,0.0504603752993721,0.029133311262502,3,"APC11"
"D",65.1143460719999,0.959917692166444,0.554208737972181,3,"APC11"
"B",21.6866593863895,0.268138990729077,0.154810118477667,3,"APC2"
"D",18.6571027643325,1.44637125274813,0.83506283212227,3,"APC2"
"B",13.2182705321,0.174708880435754,0.100868219149401,3,"APC4"
"D",10.1538100445813,0.66631401386257,0.384696575268375,3,"APC4"
"B",19.613559376745,0.282071554501802,0.162854087922352,3,"APC5"
"D",23.7442365027016,0.660986345705853,0.381620644623941,3,"APC5"
"B",40.3087962717133,1.92716924517987,1.11265168247857,3,"APC9"
"D",38.3619705826017,1.55214058011555,0.896128781749852,3,"APC9"
"B",128.154846292287,3.69195929061739,2.13155369027509,3,"APD1"
"D",133.134112837128,8.14796492034326,4.70422974010781,3,"APD1"
"B",205.970965729751,10.4961191057674,6.05993719116118,3,"APE1"
