"gene","JCYL001B","JCYL002B","JCYL003B","JCYL001D","JCYL002D","JCYL003D"
"PDC5","601.5515297095975","590.9211529271537","548.5960567034738","15.294544958852438","18.350915089763756","14.633064124548792"
"PDC6","27.569920681552915","26.15660902369355","26.634394720724828","71.43150606480803","68.82017555402615","70.74784319540925"
"PDE1","151.8824835733272","141.693595534498","147.40088113297065","67.77079148398772","70.229448019204","67.97744574233954"
"PDE2","79.20273910676535","112.01821686549471","137.49961149888097","120.96428093891542","114.16597682442912","128.67427075923138"
"PDH1","34.372888122455585","33.04487279113465","36.09232264196181","54.99511341222715","48.27937327963749","54.74287728014157"
"PDI1","370.25319296351006","371.6312221584949","412.2148327137346","368.57080901087517","392.9344498994323","383.5242005191042"
"PDR1","20.536692757904053","19.84429882669436","19.606160614678693","19.36190551260509","19.014434978924694","19.92409281339544"
"PDR10","8.819687483412345","8.903867746777584","8.436314716157238","10.926289483410866","10.553241904656474","10.665828960843832"
"PDR11","27.581617949501773","30.31130497755388","29.759320467746797","32.00194792528273","32.967908301428025","30.936458015022584"
"PDR12","17.351318442252847","17.32346113205219","17.166688488068946","8.43017361248444","8.086307304909703","8.82629264655324"
"PDR15","18.0955785978764","18.55379069818674","18.874929041462522","24.825000519877456","18.948532273420174","22.44749167895028"
"PDR16","51.45213347135591","50.67386216923686","52.720288919371654","66.46747856975134","69.65913074834731","67.22797441712824"
"PDR17","62.82692901936299","59.422499323869246","57.761591695288075","42.26405492154964","42.907453639834095","39.52178002869588"
"PDR18","7.5805900679425156","7.702256274717411","7.759937380585808","6.767400275445433","6.46666103743321","6.604817196352475"
"PDR3","27.430386393426907","26.867707952790905","27.027292795877333","17.543297750873233","21.54972842279765","18.131643066001214"
"PDR5","60.6851847464794","59.012223083528646","62.96930576509384","89.3109697206685","69.71827989589336","72.69394740864784"
"PDR8","40.31947516271061","38.28091522824573","37.86237399179543","26.246275579327254","27.782098876141784","25.440490569476985"
"PDS1","49.599054363962566","52.32596186506977","51.64101894667656","53.15143376268962","56.24314408585581","54.269841468521626"
"PDS5","11.935721973086784","12.341566022857236","12.121962841436464","17.119364247488306","15.477848775444752","17.449757218945507"
"PDX1","104.45530629779182","100.8846580093381","101.29401921316746","88.91621306394252","83.32748115021893","85.95118815965112"
"PDX3","345.53083715430967","330.5182111182751","325.26480159023527","219.1025371824891","223.63936544176116","218.71788730522607"
"PEA2","20.31824419242372","21.40549329214744","21.263101448285088","20.985628110051117","20.354108030988613","19.309020202911665"
"PEF1","42.6259514684979","42.77315171322006","42.76127482835127","35.951742286890166","37.98411461902964","35.137798937729556"
"PEP1","42.0584423039115","42.69256218437262","43.16519590393967","42.85814653673708","44.030076733810716","44.317591228733995"
"PEP12","105.28405512643447","100.21512431574875","92.00555520023508","125.89594506927267","136.29426450300244","120.48375940693013"
"PEP3","19.48328496056579","19.294821963037503","18.669805161746872","16.159680981381918","18.138208736118862","17.03928199153758"
"PEP4","566.9193633362182","536.9399530148943","546.460021267475","581.3143509355838","633.4897820385399","551.1377597161991"
"PEP5","16.131382497122214","17.278364659352377","16.856241899219654","15.400728272554943","15.39338896850086","15.27320844890084"
"PEP7","24.892261200505082","25.231816347671405","24.220402514506944","25.636296191585647","24.900837260326554","24.221624611086234"
"PEP8","64.89145537667014","63.517083953133614","65.48170362649523","72.37049488792135","75.6376848047654","73.85393540507566"
"PER1","67.32797784750343","66.7192508901467","68.07849677846653","37.75830344840007","37.334774056803795","34.91161536123044"
"PER33","63.353134864944884","64.89241622393277","64.70733554302119","63.521351772383554","71.21389708588741","63.21936076479602"
"PES4","14.313713902234811","13.37555789779435","13.808887400291495","19.239506641013083","21.79268944590018","19.44324091289528"
"PET10","131.9587629531873","136.27673775752524","147.13072378882035","185.55090665380635","187.94798216552286","188.98111315117362"
"PET100","90.0503214887967","86.38971768557404","82.84616830186974","95.95099304493161","101.89887012576894","97.02090415352097"
"PET111","12.099283266363692","12.574769598353166","12.961814229193632","19.252188076173553","21.013456263022103","20.3747444959569"
"PET112","22.50830133966528","22.45287022544549","25.094778681292013","24.732523659676797","23.33536868305271","23.42179614812737"
"PET117","61.62117256275661","59.976125093967404","64.71976730777489","90.05996435164538","84.57378258760687","80.33839127203258"
"PET122","17.703341856997167","18.225686013849153","17.15174019054344","15.496595799255285","15.431664658604406","16.60776827976472"
"PET123","56.381668684734215","57.4896540771407","57.245120035799566","80.24218822232703","78.99622491414726","80.01099343926255"
"PET127","15.677629518892696","16.041928740021284","16.59775621277649","20.916700170259393","19.794245490082254","21.071096523033905"
"PET130","28.647110296613587","28.47831870841142","26.956781483002427","32.58868495631167","35.65635075912118","32.47174878753829"
"PET18","441.96396848846564","428.30450332729475","341.71847899419447","45.88521717998778","56.82578054366458","45.285986032508845"
"PET191","60.23409318480824","60.31727369541933","56.06338124101794","102.86563311365138","98.90608882843553","101.20742030232991"
"PET20","169.5844238417568","190.91179834783094","223.72977165263333","193.3633349711426","190.84700397016206","201.013161558994"
"PET309","9.986273971574025","11.156118051252106","11.350818947571504","13.702236653282839","14.054333025808807","13.291120721091815"
"PET494","31.02063345678518","32.81673244682368","31.157249954183357","40.53586261799972","40.68138976066173","41.31688693990247"
"PET54","45.66875815333037","42.41168845930552","43.2392000702857","52.91681216543028","49.532816063053545","55.86211754629671"
"PET8","76.65347362329506","74.23465967551745","74.40084053386865","47.31700191464951","50.72747237628059","48.3117634130614"
"PET9","64.10326175659772","60.89080800488324","66.18266255957577","347.27973082853987","312.50330311781966","369.4558620566514"
"PEX1","12.29449207997822","12.013321263433902","11.961215313082413","12.955463991130511","12.288968625828803","12.476195984486834"
"PEX10","63.86534198728285","62.258944174836905","66.8764210299586","65.7749866439743","74.07405653676186","69.82920610774937"
"PEX11","59.97820724833315","62.04112585669641","59.41628204537895","84.79111424893541","81.52371304599507","84.72576815524305"
"PEX12","55.712838332109534","56.475018791607056","60.06164721338636","61.342660277006345","60.15110820075172","59.57378635647188"
"PEX13","34.92554360907686","33.3704370435621","32.16184275025288","30.1762191156167","31.8898949116353","29.43961646945247"
"PEX14","14.980793669715995","14.41794480877348","13.684973881330055","13.339317593568056","14.249604547200232","13.711890841166463"
"PEX15","33.47230163391662","32.51361968961249","33.929976693015206","31.22769769284318","32.13903471563245","31.31045338414484"
"PEX17","27.901204405871574","23.764040165357237","25.291803803169923","26.2638951366037","28.62742754003146","26.855976510936607"
"PEX18","9.177820272317758","9.550775554136184","9.463286954379983","17.56243149398167","15.81122935168255","17.27598705673739"
"PEX19","53.40280782820582","52.68806417875877","53.031081390750025","62.82578672756816","68.77929488834259","65.28790880882548"
"PEX2","90.69011062903682","86.86174617009772","83.29163551935193","61.62613459040736","55.791944534416025","58.06389717932985"
"PEX21","117.49539387233237","121.7878516635616","125.45569171807611","80.17876413352134","77.22458205068028","80.88245254757724"
"PEX22","53.98972004435123","50.81734002436929","47.76352702155646","73.3953107201624","67.23232211123633","69.50824349834421"
"PEX25","62.08708183211197","59.8546544608657","61.701523662508905","50.06132452778873","52.138009939128466","51.829158173978925"
"PEX27","34.71153070151561","33.804580427631656","33.367318255983896","25.88488922766529","27.935887346889814","26.90529374998954"
"PEX28","39.13303368820422","38.79472926013497","38.95519206465253","40.28349201327647","41.8797045721715","39.9455937095695"
"PEX29","43.41343967827544","42.59925858025577","42.07245186294897","49.65227110432669","48.320482412623534","46.26746888855745"
"PEX3","78.46536134419989","75.39894495410391","72.68835975791055","90.51189455451522","91.06501715998445","86.51307435040664"
"PEX30","50.06716313871432","48.395238954639886","48.55932721866999","57.234040922612586","58.90808189452209","52.94711751935975"
"PEX31","26.561613074936417","27.560519168450337","27.566780504971298","16.51457267128138","20.575633972371044","17.512827347636847"
"PEX32","23.49602436765885","24.27077323096094","22.215023103355225","23.90131247935097","24.514139880465763","24.45081473496644"
"PEX34","79.37797677875679","78.51081589024795","78.29799798069463","88.46027740832248","84.58478763413747","83.41737001142378"
"PEX4","61.67706396510448","58.921653546799014","61.035775976468486","51.90096283310364","45.32225059504035","47.99719882284866"
"PEX5","30.62638259576842","32.585234228255096","30.540039591614217","34.85238839585028","34.15855135937017","34.67787655885778"
"PEX6","24.594959053614804","24.52593037850837","26.156843012693543","19.164073369593105","18.43371979244181","18.284024894597966"
"PEX7","35.20882151555462","35.85407850530991","36.010788780571836","45.990440358113545","48.17751806174795","43.926663708047904"
