"diff","lwr","upr","p adj","Gene","Comparison"
-30.8290186298658,-49.9474904530754,-11.7105468066562,0.0110153183397763,"ACT1","D-B"
-4.74213146835064,-6.47276174754258,-3.0115011891587,0.0016038424532987,"ADA2","D-B"
-8.70228312609737,-27.8317817495522,10.4272154973575,0.275179360157796,"ADD37","D-B"
-20.9520841377679,-24.1094282960813,-17.7947399794545,5.8283707794482e-05,"ADD66","D-B"
-65.6967574090862,-117.670457923675,-13.723056894497,0.0246827608097663,"ADE1","D-B"
-167.27095600945,-188.1231470152,-146.4187650037,3.05656600867454e-05,"ADE12","D-B"
-41.7570161244664,-90.0879773840399,6.5739451351071,0.074453277788538,"ADE13","D-B"
-16.1191344675844,-20.9697845074853,-11.2684844276835,0.000769209957106387,"ADE16","D-B"
-249.910087159479,-318.042119016378,-181.77805530258,0.000526263350313472,"ADE17","D-B"
-61.7991357225397,-80.751621306957,-42.8466501381225,0.00082712687068176,"ADE2","D-B"
-334.850118840674,-353.842899649392,-315.857338031957,1.04221291818973e-07,"ADE3","D-B"
-81.9936151440731,-106.314699291963,-57.672530996183,0.000727859625714089,"ADE4","D-B"
-19.9819906128754,-50.8207797660668,10.856798540316,0.146408168787886,"ADE5,7","D-B"
-12.7863649495972,-19.7443176371942,-5.82841226200017,0.00697312005131145,"ADE6","D-B"
-103.204819778997,-113.496248472134,-92.9133910858591,1.2162723838971e-05,"ADE8","D-B"
195.186706591666,-110.227726462211,500.601139645543,0.150664870700805,"ADH1","D-B"
-14.7489673254999,-19.2640558953687,-10.2338787556311,0.00082146178156528,"ADH2","D-B"
-95.9956526800914,-117.436397764478,-74.5549075957045,0.000244346464672196,"ADH3","D-B"
1114.65816872825,889.04384679264,1340.27249066386,0.000167929315209259,"ADH4","D-B"
-185.531083783063,-221.193210860847,-149.86895670528,0.000138328325826942,"ADH5","D-B"
-8.83651131666764,-31.6311093502965,13.9580867169613,0.342373286977872,"ADH6","D-B"
-6.93271032090817,-7.94659870946484,-5.91882193235151,5.26949888184358e-05,"ADH7","D-B"
-13.3377172085447,-17.8046119821943,-8.87082243489502,0.00115781910437351,"ADI1","D-B"
66.1814694842926,43.7048400786907,88.6580988898946,0.00122107291200901,"ADK1","D-B"
-1.00355774918247,-2.46715593726074,0.460040438895798,0.12967621149705,"ADK2","D-B"
-14.5042153127624,-33.6787786126338,4.67034798710891,0.103630873620626,"ADO1","D-B"
-4.33152258847477,-5.66583629240268,-2.99720888454686,0.000841353135165868,"ADP1","D-B"
19.4393662522839,16.5040048068037,22.3747276977641,5.86861995806043e-05,"ADR1","D-B"
9.79304384696817,6.0105686983105,13.5755189956258,0.00198581543989718,"ADY2","D-B"
-0.886268545966121,-1.73829399838124,-0.034243093551004,0.0446512158949371,"ADY3","D-B"
-3.5412754812446,-5.31946612771961,-1.7630848347696,0.00522805971301221,"ADY4","D-B"
-2.65318780102521,-4.99901961770453,-0.307355984345892,0.0348405635858241,"AEP1","D-B"
4.35290198002886,1.94277976063831,6.76302419941942,0.00741501913891707,"AEP2","D-B"
0.508424947517732,-0.057091369501671,1.07394126453713,0.0670416189119625,"AEP3","D-B"
-4.78821567619437,-9.46720620581444,-0.109225146574294,0.0468080313279368,"AFG1","D-B"
0.718264076449564,-0.234513364185425,1.67104151708455,0.104468198907342,"AFG2","D-B"
9.93969752813919,6.4456274793679,13.4337675769105,0.00139177150305103,"AFG3","D-B"
-0.54469298891687,-1.20935190274575,0.119965924912015,0.0852253305044055,"AFI1","D-B"
6.32679901613423,4.72993814587084,7.92365988639762,0.000391032768142896,"AFR1","D-B"
-13.8553534657002,-17.7392067156632,-9.9715002157372,0.00058571116506545,"AFT1","D-B"
-19.2529423480015,-25.4516365324399,-13.0542481635632,0.000996214809019902,"AFT2","D-B"
-26.5420578808668,-29.3983454723127,-23.6857702894209,1.72430723990313e-05,"AGA1","D-B"
2.18256300464867,0.396061045360387,3.96906496393695,0.0274803126483628,"AGA2","D-B"
11.5029977094176,10.2505442449568,12.7554511738784,1.81260830944829e-05,"AGC1","D-B"
-3.34169266509684,-6.16873097198068,-0.514654358213003,0.0304469395494447,"AGE1","D-B"
-16.3137202942377,-22.2919243036496,-10.3355162848258,0.00162896687461511,"AGE2","D-B"
-10.564327560029,-28.6297801816942,7.50112506163613,0.179780091869362,"AGP1","D-B"
-3.39749383061171,-5.79698841737608,-0.997999243847333,0.017086012069331,"AGP2","D-B"
0.660646659465627,-1.02566512374371,2.34695844267497,0.337866458063744,"AGP3","D-B"
19.7554820896405,16.1749865346069,23.3359776446741,0.000111341148603117,"AGX1","D-B"
-21.5322450534127,-39.7069824061014,-3.35750770072392,0.0302342421267889,"AHA1","D-B"
17.1695330571317,15.479751990249,18.8593141240144,1.14001516096085e-05,"AHC1","D-B"
111.104369353321,92.7444579480465,129.464280758595,7.9999157349242e-05,"AHC2","D-B"
-273.73899190241,-515.617884252383,-31.8600995524373,0.0347757010383828,"AHP1","D-B"
0.150995788039019,-1.55546505800327,1.8574566340813,0.818025164251014,"AHT1","D-B"
-17.1342074296481,-18.8113548203247,-15.4570600389715,1.10934455235245e-05,"AIF1","D-B"
29.1658322463888,3.4302149282707,54.9014495645069,0.0346303624939268,"AIM1","D-B"
0.148485316202898,-0.265794309819898,0.562764942225693,0.375996017076383,"AIM10","D-B"
12.2083765552691,9.915061442286,14.5016916682521,0.000127006446770217,"AIM11","D-B"
46.4919663955746,37.6575202422709,55.3264125488783,0.000132539781247276,"AIM13","D-B"
3.31293788030819,2.30417483627668,4.3217009243397,0.000804755536667034,"AIM14","D-B"
-12.1847350553712,-26.5944395104161,2.22496939967362,0.0787090492872378,"AIM17","D-B"
-0.471602655148118,-5.52047568399115,4.57727037369491,0.808171780364688,"AIM18","D-B"
32.0280921480073,15.5233525234237,48.5328317725909,0.005739817533711,"AIM19","D-B"
13.6533533572083,10.0815500787405,17.2251566356761,0.000448937792912552,"AIM2","D-B"
6.74286169750063,-11.8216213893572,25.3073447843584,0.370290683471023,"AIM20","D-B"
7.15135905490999,5.42903487298964,8.87368323683033,0.0003264410524908,"AIM21","D-B"
-1.15966401253387,-2.22715872552696,-0.0921692995407926,0.0393112201287285,"AIM22","D-B"
-3.45805921780858,-8.06958891325558,1.15347047763842,0.10578510476465,"AIM23","D-B"
5.01242270617717,3.36924527270468,6.65560013964965,0.00106720763739743,"AIM24","D-B"
5.59297341353872,1.25254568640129,9.93340114067614,0.0232166036609568,"AIM25","D-B"
-8.03879900026974,-9.4672781079147,-6.61031989262478,0.000103628291296287,"AIM26","D-B"
-4.19524978789534,-13.3825906163536,4.99209104056288,0.273636408881455,"AIM29","D-B"
-0.249171642790134,-1.36485309097905,0.86650980539878,0.56878302495055,"AIM3","D-B"
2.79635830315943,1.57198863933874,4.02072796698011,0.00316875486789603,"AIM32","D-B"
18.8900407072061,14.892248179783,22.8878332346292,0.000198875254985742,"AIM33","D-B"
-1.64053254299104,-6.5332271239769,3.25216203799482,0.40457692459164,"AIM34","D-B"
6.91200132478306,2.80548279855338,11.0185198510127,0.00949620523930439,"AIM36","D-B"
32.4365393385788,26.5700253631943,38.3030533139633,0.000110492949822127,"AIM37","D-B"
22.6883571486505,17.9701068028908,27.4066074944103,0.000186055779363814,"AIM39","D-B"
1.39011755922645,-0.8499304207183,3.63016553917121,0.159987822054685,"AIM4","D-B"
148.652570555589,139.321525237197,157.983615873981,3.65068815399994e-07,"AIM41","D-B"
4.23832497393278,0.12907914294841,8.34757080491716,0.0457603098749569,"AIM43","D-B"
-8.84983394082268,-9.79054753203752,-7.90912034960783,1.63447396694938e-05,"AIM44","D-B"
33.2374757399,26.9297709188509,39.5451805609491,0.0001319087969609,"AIM45","D-B"
-55.8606774555867,-66.9705597153288,-44.7507951958446,0.000157178349394549,"AIM46","D-B"
89.9528381978613,64.4367714250895,115.468904970633,0.000613062237400652,"AIM5","D-B"
-4.92492818496024,-11.9012125850855,2.05135621516499,0.121548387341329,"AIM6","D-B"
13.922991713628,-3.40604760244021,31.2520310296961,0.0895377514968246,"AIM7","D-B"
1.66351058114905,-7.79866768347687,11.125688845775,0.651014506093136,"AIM9","D-B"
6.4972880883503,2.37218582245637,10.6223903542442,0.0119401826966433,"AIP1","D-B"
-5.56853532881988,-11.2772949558385,0.140224298198769,0.0536343883265494,"AIR1","D-B"
-20.8006808710843,-25.8947637625048,-15.7065979796639,0.000348151550167985,"AIR2","D-B"
2.72199991308169,1.35901949646138,4.084980329702,0.00517540279836715,"AKL1","D-B"
-63.3773355355134,-74.2989304055974,-52.4557406654295,9.27943686921395e-05,"AKR1","D-B"
-2.62715258726998,-6.00533944648543,0.751034271945483,0.0969766186485139,"AKR2","D-B"
11.7786398592346,3.13199998553405,20.4252797329351,0.0194006172497342,"ALA1","D-B"
72.5045144275939,57.0621648122937,87.9468640428941,0.000203751072524128,"ALB1","D-B"
0.00804067355019811,-8.48576342097282,8.50184476807321,0.99802875013859,"ALD2","D-B"
5.7340514462828,-0.0908212302037619,11.5589241227694,0.0522726882789158,"ALD3","D-B"
106.823083461877,66.9059801549928,146.740186768762,0.00175344861464455,"ALD4","D-B"
-174.51801055221,-200.104111018466,-148.931910085954,5.31354002635265e-05,"ALD5","D-B"
415.157671996571,347.0318668562,483.283477136942,7.80638212514173e-05,"ALD6","D-B"
-52.1852833754392,-80.9236502440516,-23.4469165068269,0.00727451931150835,"ALE1","D-B"
1.62484360639959,-1.73880281062967,4.98849002342886,0.250947494094727,"ALF1","D-B"
-13.7904437744793,-15.6817372391226,-11.899150309836,4.2475080055393e-05,"ALG1","D-B"
-3.69728248916057,-6.26869073806264,-1.1258742402585,0.0162372497248265,"ALG11","D-B"
-6.70875928014264,-8.81424623407968,-4.60327232620559,0.000903555837459491,"ALG12","D-B"
7.19729719462597,3.03248632589624,11.3621080633557,0.00866153704530348,"ALG13","D-B"
-8.84650701657438,-14.6994882421401,-2.99352579100863,0.0137355450009871,"ALG14","D-B"
-5.080999190458,-6.19912882545872,-3.9628695554573,0.000230845195672291,"ALG2","D-B"
-4.87356843605614,-6.39792820257306,-3.34920866953922,0.000891931171597693,"ALG3","D-B"
-1.74444590997693,-3.02543055103197,-0.46346126892189,0.0194201903560136,"ALG5","D-B"
-24.7656581188538,-26.6996987317878,-22.8316175059197,2.74749154982601e-06,"ALG6","D-B"
-2.49683758994144,-4.04223716797246,-0.951438011910407,0.0109419758863192,"ALG7","D-B"
-3.71149360037954,-10.090662894207,2.66767569344793,0.181531104866931,"ALG8","D-B"
5.1853281876823,0.876987650067488,9.49366872529712,0.028793047306597,"ALG9","D-B"
-23.6770188349195,-27.2236131908381,-20.130424479001,5.71135769384945e-05,"ALK1","D-B"
0.591981896121062,-1.34699909904726,2.53096289128939,0.444365687897357,"ALK2","D-B"
7.88286486235677,4.69117904074203,11.0745506839715,0.00236936425783973,"ALO1","D-B"
2.12765836572598,0.85176016728299,3.40355656416897,0.00980858565173337,"ALP1","D-B"
9.01551545532708,6.72666791768023,11.3043629929739,0.000399956217141506,"ALR1","D-B"
-2.94504594852924,-4.38671414923815,-1.50337774782033,0.00476824465112502,"ALR2","D-B"
-90.7665032015111,-94.7885761661594,-86.7444302368627,1.44796885592768e-09,"ALT1","D-B"
-7.05771013075871,-9.90090243377206,-4.21451782774535,0.0023250759104636,"ALT2","D-B"
-5.35367289832088,-6.57588279263151,-4.13146300401024,0.000265748894262563,"ALY1","D-B"
0.320091581266595,-0.616209533593932,1.25639269612712,0.396276334668189,"ALY2","D-B"
2.51624760003969,-0.6755417723756,5.70803697245498,0.0938160273084427,"AMA1","D-B"
10.8383601451001,10.1698044487321,11.5069158414682,2.99081368781984e-07,"AMD1","D-B"
-11.1214115181021,-14.970192823651,-7.27263021255319,0.00131154670419786,"AMD2","D-B"
-0.715109829904804,-2.19245729072043,0.762237630910819,0.250134355614693,"AME1","D-B"
-156.059172508591,-164.533785160868,-147.584559856314,5.6277098980928e-08,"AMN1","D-B"
28.6777605564054,24.5110879578477,32.8444331549631,5.15502721538663e-05,"AMS1","D-B"
188.101974602513,82.1946328170736,294.009316387952,0.00786684759270995,"ANB1","D-B"
-1.53543155559268,-10.1107287471018,7.03986563591643,0.645179727286631,"ANP1","D-B"
-3.56076000356738,-8.21593705152834,1.09441704439357,0.100918855442754,"ANR2","D-B"
112.624129164275,92.8451696362453,132.403088692305,9.93151145369797e-05,"ANS1","D-B"
-12.3928732893766,-15.9055494117154,-8.88019716703778,0.000611258654007463,"ANT1","D-B"
-3.58577548216368,-6.41115880436189,-0.760392159965481,0.024369751969736,"AOS1","D-B"
0.143281067525322,-4.54434051601737,4.83090265106801,0.936446790008538,"APA1","D-B"
-32.1192052175737,-42.1561131413431,-22.0822972938043,0.000888752220649436,"APA2","D-B"
-0.888947991080925,-1.49481684595891,-0.283079136202944,0.0151776860952902,"APC1","D-B"
-4.04055649712345,-5.58141786063702,-2.49969513360987,0.00189292363674798,"APC11","D-B"
-3.029556622057,-5.38757816439662,-0.671535079717386,0.0234360885873877,"APC2","D-B"
-3.06446048751864,-4.16865945814401,-1.96026151689326,0.00152836247742549,"APC4","D-B"
4.1306771259566,2.9786790161289,5.2826752357843,0.000574332371310438,"APC5","D-B"
-1.94682568911163,-5.91341093433214,2.01975955610887,0.244651720053734,"APC9","D-B"
4.97926654484132,-9.36007924329732,19.31861233298,0.389587012730248,"APD1","D-B"
-70.9552168523884,-95.9855725095135,-45.9248611952634,0.0014104144604955,"APE1","D-B"
13.249123317386,9.28429875429603,17.2139478804759,0.000752935646683772,"APE2","D-B"
-91.607029912761,-147.947597429829,-35.2664623956936,0.0107051447928839,"APE3","D-B"
-5.14812756168124,-11.1998566698193,0.903601546456797,0.0775029915672674,"APE4","D-B"
0.133642331521213,-0.892243974834056,1.15952863787648,0.73588085610525,"API2","D-B"
33.4785110877366,31.4410790875905,35.5159430878828,2.55246804137244e-07,"APJ1","D-B"
6.73653901831622,5.65262331059751,7.82045472603493,7.29061274606924e-05,"APL1","D-B"
-4.80443141762721,-6.54939393398576,-3.05946890126867,0.0015749831940155,"APL2","D-B"
3.24514430775503,1.63098659051031,4.85930202499976,0.00505239482555053,"APL3","D-B"
-3.01667462658057,-4.50945493783874,-1.5238943153224,0.00495876475873858,"APL4","D-B"
-0.448569028593781,-1.84816877710581,0.951030719918245,0.423829727451616,"APL5","D-B"
-6.27368681794648,-7.01098998024381,-5.53638365564915,2.4610098418254e-05,"APL6","D-B"
1.02772055838473,-1.90087448555307,3.95631560232252,0.385063263958528,"APM1","D-B"
-1.86028603801297,-2.79261612695855,-0.927955949067399,0.00519215457960809,"APM2","D-B"
-1.43590570190504,-4.24323510564244,1.37142370183237,0.228599356297283,"APM3","D-B"
-4.65438554811152,-5.82343633721023,-3.48533475901281,0.000383774150152894,"APM4","D-B"
-13.6782272952987,-15.5721515476355,-11.7843030429619,4.38636209136867e-05,"APN1","D-B"
7.0018655735206,5.20421778132444,8.79951336571677,0.000417595796738945,"APN2","D-B"
-12.9272120658428,-18.5223761412375,-7.33204799044802,0.003036369220633,"APP1","D-B"
1.61429596190109,-7.37073520604264,10.5993271298448,0.644082956306163,"APQ12","D-B"
0.0884246317643402,-0.690365751391978,0.867215014920658,0.768339396492781,"APQ13","D-B"
0.734398502369583,-4.18696107171264,5.6557580764518,0.699893119926072,"APS1","D-B"
-16.0771339792444,-24.1875856605832,-7.96668229790555,0.00531647840918514,"APS2","D-B"
-7.67632327524342,-10.7068970962408,-4.64574945424602,0.0021558644764732,"APS3","D-B"
44.866645619008,20.4786966779981,69.2545945600179,0.00694563722758657,"APT1","D-B"
52.0863479409221,38.758370363568,65.4143255182761,0.000412256187133364,"APT2","D-B"
72.3194913175061,-6.63947410828962,151.278456743302,0.0637785458218585,"AQR1","D-B"
45.1175257278888,21.6085124086326,68.6265390471449,0.00597265389578872,"AQY1","D-B"
-25.6648754308595,-27.2651238025632,-24.0646270591558,3.38445116376818e-07,"AQY2","D-B"
-15.3244099456521,-26.3592728917078,-4.28954699959629,0.0182140917283137,"ARA1","D-B"
-3.12657359902521,-8.46825193073593,2.21510473268551,0.179465524344931,"ARA2","D-B"
53.3850083753696,24.4859023422071,82.2841144085322,0.00684479914959635,"ARB1","D-B"
29.4285127787677,18.8904641273509,39.9665614301845,0.00149280680523667,"ARC1","D-B"
-63.3269122363178,-76.463696532538,-50.1901279400975,0.000184312031933365,"ARC15","D-B"
49.0838740745003,29.1608389171744,69.0069092318263,0.00239147997270395,"ARC18","D-B"
-41.0673875248187,-51.4609786420653,-30.6737964075721,0.000395167248798955,"ARC19","D-B"
-10.4968749628853,-34.6462617062643,13.6525117804936,0.29398690380222,"ARC35","D-B"
-4.03293467237069,-19.3449308720563,11.2790615273149,0.505144707325734,"ARC40","D-B"
-7.61012774519484,-14.3093933073753,-0.9108621830144,0.03438371929197,"ARD1","D-B"
-48.6767936468931,-56.3227478556612,-41.0308394381249,6.71106566954016e-05,"ARE1","D-B"
1.57058427137462,0.109774264812583,3.03139427793666,0.0405346851610964,"ARE2","D-B"
53.0248588727015,-20.9632611472467,127.01297889265,0.117478530503457,"ARF1","D-B"
328.938478104146,242.839880856313,415.037075351978,0.000449867480649679,"ARF2","D-B"
-2.93591456061361,-7.75366945403248,1.88184033280526,0.165911853471126,"ARF3","D-B"
-1118.52065983433,-1148.84948317082,-1088.19183649784,9.37028232783632e-14,"ARG1","D-B"
-27.6592552570865,-29.6113358091525,-25.7071747050204,1.19172517165644e-06,"ARG2","D-B"
-312.519158000332,-326.639021264822,-298.399294735842,2.19038831517082e-09,"ARG3","D-B"
-1687.68001452959,-1850.77062237132,-1524.58940668785,1.03928858314895e-05,"ARG4","D-B"
-227.739599272344,-234.807353149879,-220.671845394808,1.14797060746241e-13,"ARG5,6","D-B"
-390.220446639751,-421.940271517418,-358.500621762083,3.67355676034187e-06,"ARG7","D-B"
-57.8663792343966,-61.7234952008424,-54.0092632679508,6.91078803516376e-07,"ARG8","D-B"
-67.6472980025284,-86.0268360528535,-49.2677599522032,0.000519387871402488,"ARG80","D-B"
-8.73771224672231,-9.17110001799087,-8.30432447545375,1.31012725113067e-08,"ARG81","D-B"
19.9884823097702,16.7767520129665,23.2002126065738,7.25588242076469e-05,"ARG82","D-B"
-1.11954416679001,-4.48221450532621,2.24312617174619,0.407608184107237,"ARH1","D-B"
-67.4575150328682,-75.458587421281,-59.4564426444554,2.54805984416517e-05,"ARI1","D-B"
-4.66099587333884,-6.43404501915282,-2.88794672752486,0.00187529456904789,"ARK1","D-B"
-7.4412047433167,-19.5922110143706,4.70980152773724,0.164300237854662,"ARL1","D-B"
-3.6405021340518,-10.3884627932007,3.10745852509712,0.20851970968081,"ARL3","D-B"
-84.2557238860413,-97.9687688721555,-70.5426788999272,7.5862667184845e-05,"ARN1","D-B"
-220.778927437513,-239.713126589989,-201.844728285038,5.24937208057352e-06,"ARN2","D-B"
-40.8869916716119,-50.5082548655008,-31.265728477723,0.000298551149396253,"ARO1","D-B"
-3.84012365388491,-29.2732155859629,21.5929682781931,0.696592996656884,"ARO10","D-B"
-130.397380164332,-151.549700620659,-109.245059708005,7.499013246548e-05,"ARO2","D-B"
-239.68045253682,-267.971989191534,-211.388915882105,2.50217343271686e-05,"ARO3","D-B"
-72.6952557695814,-109.785963758484,-35.6045477806787,0.00553816356842907,"ARO4","D-B"
-6.77735119890231,-11.4049471372086,-2.14975526059602,0.0152707042411905,"ARO7","D-B"
-159.625561680956,-177.34055769673,-141.910565665182,1.96268875924943e-05,"ARO8","D-B"
-3.87640623082364,-4.78789427552184,-2.96491818612543,0.000297692448580689,"ARO80","D-B"
-1.74830566115464,-7.57825155504956,4.08164023274028,0.451886564253926,"ARO9","D-B"
-1.48242502667594,-2.91783635407322,-0.0470136992786661,0.0455888387284512,"ARP1","D-B"
-0.448057202893627,-0.825547338138053,-0.0705670676492011,0.030061238192356,"ARP10","D-B"
-8.29061278185503,-13.7148580461969,-2.86636751751314,0.0132260193394104,"ARP2","D-B"
-11.0914328106997,-22.1632442177706,-0.0196214036288094,0.0497490005868361,"ARP3","D-B"
10.9373351708556,9.72038473019412,12.1542856115171,1.98361112044854e-05,"ARP4","D-B"
-1.72476105755138,-2.86944969337862,-0.580072421724145,0.0138807768589214,"ARP5","D-B"
-7.01145717214028,-9.96323994801497,-4.05967439626559,0.0027399055302697,"ARP6","D-B"
-15.0470752570964,-19.6586248276123,-10.4355256865806,0.000825021124979508,"ARP7","D-B"
2.2671621553668,0.425012422180961,4.10931188855265,0.0268541133005193,"ARP8","D-B"
-3.04708999906615,-7.03234346486054,0.938163466728251,0.101017302564117,"ARP9","D-B"
5.64255711238755,0.630947949340395,10.6541662754347,0.035321845076858,"ARR1","D-B"
1.00697686167156,-0.753069382744012,2.76702310608713,0.1873718870036,"ARR2","D-B"
2.01908952864483,0.994099717815078,3.04407933947459,0.00543825120889785,"ARR3","D-B"
10.9187938897609,8.51460521184806,13.3229825676737,0.000231356066982658,"ART10","D-B"
-5.70706098006745,-8.10022211071134,-3.31389984942355,0.00269994875994828,"ART5","D-B"
-4.14006242011648,-7.64337046272972,-0.636754377503244,0.030469927413393,"ARV1","D-B"
13.6764319592852,7.33480405780473,20.0180598607658,0.00391312350635054,"ARX1","D-B"
0.495219094836628,-0.301247743427813,1.29168593310107,0.159367968843005,"ASA1","D-B"
131.755763022769,77.5279714523787,185.983554593159,0.00251871931902214,"ASC1","D-B"
-0.675048816999237,-1.75677770796839,0.406680073969919,0.158194221283884,"ASE1","D-B"
65.274889245451,58.5748994716588,71.9748790192432,1.39562400418569e-05,"ASF1","D-B"
-5.27494199955287,-8.70061593370157,-1.84926806540416,0.0128970588381584,"ASF2","D-B"
-3.52540849250298,-8.14779383504635,1.09697685004039,0.101622233352846,"ASG1","D-B"
-2.54476357739699,-3.60559224469416,-1.48393491009983,0.00264136803249537,"ASG7","D-B"
-28.6784130224594,-36.0126823132941,-21.3441437316246,0.00041138437163224,"ASH1","D-B"
-2.51580071876697,-6.37015569022184,1.3385542526879,0.144171902972992,"ASI1","D-B"
-5.94636730140104,-8.15845043899516,-3.73428416380692,0.00172410326259509,"ASI2","D-B"
-11.7904639277344,-15.1762873248728,-8.40464053059599,0.000642705623891016,"ASI3","D-B"
-1.30188541881558,-11.3465776960218,8.74280685839064,0.737151067694062,"ASK1","D-B"
-1.0690903291914,-3.71181996596608,1.57363930758327,0.324211013413734,"ASK10","D-B"
-0.891085363637274,-5.76674487309706,3.98457414582251,0.638551176912453,"ASM4","D-B"
-329.796481610732,-359.834876956464,-299.758086265,7.54138254666081e-06,"ASN1","D-B"
-90.740649440672,-102.069450817396,-79.4118480639486,3.07292914327739e-05,"ASN2","D-B"
-3.49103062129419,-8.05068298850383,1.06862174591546,0.100688273493472,"ASP1","D-B"
7.68490670681993,4.22618241925429,11.1436309943856,0.00350736631304505,"ASR1","D-B"
-4.66006791461474,-6.55086092061321,-2.76927490861626,0.00238809174991372,"AST1","D-B"
11.6273526692402,8.72357801975205,14.5311273187283,0.000375393188886575,"AST2","D-B"
4.87601021602557,0.913993150212704,8.83802728183844,0.0268559359420923,"ATC1","D-B"
-3.1732440085936,-5.59969813342501,-0.746789883762185,0.0221417223257137,"ATE1","D-B"
-30.903042461055,-37.1943255097797,-24.6117594123302,0.000171642584539944,"ATF1","D-B"
-5.58903840806654,-11.326465864835,0.148389048701947,0.0538351455272718,"ATF2","D-B"
-4.11603528415537,-4.40288683636995,-3.8291837319408,1.06184372938856e-06,"ATG1","D-B"
11.9009434302861,7.75640776556412,16.0454790950082,0.00134323355441546,"ATG10","D-B"
3.47176053837073,2.16067219370141,4.78284888304005,0.00182464120986869,"ATG11","D-B"
4.54848172528627,-0.0190129980971045,9.11597644866963,0.050595360636609,"ATG12","D-B"
-15.474810327929,-17.6808555597392,-13.2687650961189,4.83683013963176e-05,"ATG13","D-B"
1.92236028139683,-2.54647783320713,6.39119839600078,0.298322791714226,"ATG14","D-B"
-3.21328748355042,-7.20916809735441,0.782593130253573,0.0893443555828243,"ATG15","D-B"
0.365723325641,-1.04292492529778,1.77437157657978,0.510885341681216,"ATG16","D-B"
8.74861841676253,7.49559342913909,10.001643404386,4.91323372366903e-05,"ATG17","D-B"
