"gene","JCYL001B","JCYL002B","JCYL003B","Mean_B","JCYL001D","JCYL002D","JCYL003D","Mean_D"
"RPS23B",540.233806925943,656.776661713934,673.073702479166,623.361390373014,820.351010704821,863.984412302428,1040.49865120852,908.27802473859
"RPS24A",299.794649968214,388.812043450989,405.272174109736,364.626289176313,432.668077040978,440.4438715147,574.690006071693,482.600651542457
"RPS24B",197.274321973965,263.506977560187,296.923769139844,252.568356224665,229.628072646173,247.71538066144,326.906592902405,268.083348736672
"RPS25A",2151.58153050182,2270.66308167682,2114.84574253325,2179.0301182373,3898.20959069592,3671.1199613638,3982.81523210358,3850.71492805443
"RPS25B",867.683205918677,923.6268240503,877.982550705908,889.764193558295,1015.61391203829,988.709534505214,1046.47335430583,1016.93226694978
"RPS26A",2136.03201306267,2316.42039442612,2217.92939411973,2223.46060053617,3095.31114803103,2929.20498126303,3202.4891220814,3075.66841712515
"RPS26B",801.133298256339,924.314554870042,895.772674092742,873.740175739708,1113.73908020664,1108.39527142173,1288.48433459042,1170.2062287396
"RPS27A",301.001596808769,328.526722217843,308.815479164362,312.781266063658,372.192324351748,358.848155250963,360.903007420048,363.98116234092
"RPS27B",455.228790608499,506.23602778626,485.596494000711,482.35377079849,747.377011597581,730.589503471387,777.600359648039,751.855624905669
"RPS28A",1676.28518208442,1817.60734103707,1738.86786575448,1744.25346295866,2795.05673013397,2565.79584921303,2944.28389542695,2768.37882492465
"RPS28B",711.426706619358,796.460891201897,758.45355790017,755.447051907141,879.597171623888,964.056641582704,961.680923590156,935.11157893225
"RPS29A",1445.38468714036,1575.3202751655,1603.1140145876,1541.27299229782,1686.67216473602,1617.73604786741,1735.67168030871,1680.02663097071
"RPS29B",1626.09705833099,1753.59141541191,1651.69865985188,1677.12904453159,2432.49971427217,2298.02168735064,2490.97336787675,2407.16492316652
"RPS3",1280.30036614889,1447.57604049672,1360.34477490808,1362.74039385123,1725.93120069846,1721.76144847614,1824.3720015393,1757.3548835713
"RPS30A",759.088214296918,772.018564112492,799.194385011011,776.767054473474,1174.54984002747,1219.39560317146,1345.87102172202,1246.60548830698
"RPS30B",360.599164773744,392.029018263464,377.692970408059,376.773717815089,616.568384313593,587.753254490837,620.318584890003,608.213407898144
"RPS31",3085.20540960235,3648.15364906132,3501.47967090825,3411.61290985731,3993.99559009058,4059.85445278296,4809.36665330845,4287.73889872733
"RPS4A",309.250247149615,377.269396785903,414.33661718146,366.952087038993,376.391045042612,401.490395483882,482.301299705858,420.060913410784
"RPS4B",266.80116800819,320.448172671492,350.707201034563,312.652180571415,296.292457591339,318.813590160347,378.020143305601,331.042063685762
"RPS5",2179.21806312142,2362.07343797345,2262.40350995192,2267.8983370156,2837.02807076931,2798.05207141276,2937.24674345108,2857.44229521105
"RPS6A",166.284961013938,207.599893920279,221.560779017814,198.48187798401,200.089253828283,209.614166996607,259.286834827831,222.996751884241
"RPS6B",139.133373444052,171.471910908352,187.170451475325,165.92524527591,161.821698482065,165.664876884629,198.665040801107,175.383872055933
"RPS7A",516.400483916438,563.016945635698,543.857977618036,541.091802390058,697.453041073666,697.878698400738,752.039455969262,715.790398481222
"RPS7B",217.515762796538,241.500923705577,233.164816998392,230.727167833502,214.679297158044,217.301117303341,215.968498890111,215.982971117165
"RPS8A",369.42252545407,463.369276313669,431.227860412055,421.339887393265,491.776222018625,500.916867187425,563.893284069092,518.862124425047
"RPS8B",222.633888681367,290.07408143395,290.298406384442,267.668792166587,272.400951125454,289.089432004611,342.714327117176,301.401570082414
"RPS9A",120.907877576665,137.134999231979,130.130127662525,129.39100149039,152.999759444351,154.606732872997,175.568470256955,161.058320858101
"RPS9B",587.809628133058,664.647509351774,648.354659295986,633.603932260272,772.759190873703,770.618873449378,849.637821393029,797.67196190537
"RPT1",208.538450018779,194.097734835352,196.452006230786,199.696063694973,240.095071068955,248.709113429496,231.988140291301,240.264108263251
"RPT2",185.848520299157,180.402843942748,175.028008054408,180.426457432104,199.125603792873,210.308700510562,194.156352840307,201.19688571458
"RPT3",156.403837514084,152.008021103543,151.949722361537,153.453860326388,160.392057223815,170.129553942559,158.525864575943,163.015825247439
"RPT4",159.018276171462,158.312322525433,157.319895802569,158.216831499821,180.311452444545,190.460420699359,176.587242811638,182.453038651847
"RPT5",123.874943787549,118.306008961218,121.005996879255,121.062316542674,134.656815516363,145.002493087093,139.385130078866,139.681479560774
"RPT6",143.908433165045,140.018400316356,141.026000606221,141.650944695874,134.205770180262,142.766896491878,130.641757657881,135.871474776674
"RRB1",73.4757840744511,88.0524486535809,92.3294542246402,84.6192289842241,108.287741379955,108.328992304689,116.123047473671,110.913260386105
"RRD1",47.0131349955125,50.4712792795833,50.7833172810406,49.4225771853788,49.7399091365226,45.8064113143298,49.0506950917243,48.1990051808589
"RRD2",39.1215911045991,36.8978467639377,37.3459909285152,37.788476265684,33.4470737004954,36.7773940784075,31.850831366624,34.0250997151756
"RRF1",35.4404408593617,33.8592488030489,34.0630354251447,34.4542416958518,62.098463950083,60.5963588057247,61.1704559889465,61.2884262482514
"RRG1",17.5959494143635,19.2685592053939,17.8691333377808,18.2445473191794,15.2735340444479,15.7480411746797,15.6349421890068,15.5521724693781
