"Gene","Source","Df","Sum_Sq","Mean_Sq","F_value","P_value"
"YNL018C","Within_Groups",4,2.41225315262288,0.603063288155719,NA,NA
"YNL019C","Between_Groups",1,0.0966438657705834,0.0966438657705834,0.503961020877744,0.516958473234725
"YNL019C","Within_Groups",4,0.767074132854638,0.191768533213659,NA,NA
"YNL022C","Between_Groups",1,7.8780695110416,7.8780695110416,4.7108423821315,0.095762150007397
"YNL022C","Within_Groups",4,6.6893085117206,1.67232712793015,NA,NA
"YNL024C","Between_Groups",1,655.439712115424,655.439712115424,185.185975194904,0.000168834072542177
"YNL024C","Within_Groups",4,14.1574373853223,3.53935934633057,NA,NA
"YNL028W","Between_Groups",1,0.00514335378192898,0.00514335378192898,0.165351998120686,0.705093028914266
"YNL028W","Within_Groups",4,0.124421932371812,0.031105483092953,NA,NA
"YNL033W","Between_Groups",1,0.00638869665074843,0.00638869665074843,0.12106844517687,0.745417834181191
"YNL033W","Within_Groups",4,0.211077185022575,0.0527692962556439,NA,NA
"YNL034W","Between_Groups",1,3.758619833392,3.758619833392,41.269807065739,0.00301853672953272
"YNL034W","Within_Groups",4,0.364297301163039,0.0910743252907597,NA,NA
"YNL035C","Between_Groups",1,74.0834508513823,74.0834508513823,94.4610186743254,0.000627480907614922
"YNL035C","Within_Groups",4,3.13710150032579,0.784275375081448,NA,NA
"YNL040W","Between_Groups",1,78.7014154913523,78.7014154913523,126.815657288903,0.000354252439275143
"YNL040W","Within_Groups",4,2.48238796924137,0.620596992310343,NA,NA
"YNL042W-B","Between_Groups",1,74.4011852606789,74.4011852606789,46.536007421111,0.00241425845983372
"YNL042W-B","Within_Groups",4,6.39514985352413,1.59878746338103,NA,NA
"YNL043C","Between_Groups",1,0.0192811708561733,0.0192811708561733,0.0396682457198207,0.851845096338508
"YNL043C","Within_Groups",4,1.94424235368082,0.486060588420204,NA,NA
"YNL046W","Between_Groups",1,4929.81869523594,4929.81869523594,543.405323089842,2.00721602584256e-05
"YNL046W","Within_Groups",4,36.2883356917053,9.07208392292632,NA,NA
"YNL050C","Between_Groups",1,24.9566988163429,24.9566988163429,12.6368880861381,0.0236954255619959
"YNL050C","Within_Groups",4,7.89963435498611,1.97490858874653,NA,NA
"YNL057W","Between_Groups",1,5.19270534458066,5.19270534458066,1.43263122402278,0.29742215042014
"YNL057W","Within_Groups",4,14.4983726656459,3.62459316641148,NA,NA
"YNL058C","Between_Groups",1,384.087448469807,384.087448469807,54.4164140231897,0.00180000488935455
"YNL058C","Within_Groups",4,28.2332053932203,7.05830134830509,NA,NA
"YNL067W-A","Between_Groups",1,0.000319947119286895,0.000319947119286895,0.000930161994032919,0.977130513577712
"YNL067W-A","Within_Groups",4,1.37587698202845,0.343969245507113,NA,NA
"YNL067W-B","Between_Groups",1,0.0110157104896498,0.0110157104896498,0.0140059473920226,0.911498000808761
"YNL067W-B","Within_Groups",4,3.14600938624803,0.786502346562007,NA,NA
"YNL089C","Between_Groups",1,0.52341986019653,0.52341986019653,0.785121176311399,0.425636883082491
"YNL089C","Within_Groups",4,2.6666959240897,0.666673981022425,NA,NA
"YNL092W","Between_Groups",1,3.41354362850934,3.41354362850934,12.5905794634272,0.0238345024739979
"YNL092W","Within_Groups",4,1.08447546466782,0.271118866166955,NA,NA
"YNL095C","Between_Groups",1,514.476723344399,514.476723344399,193.657929675711,0.000154623717304149
"YNL095C","Within_Groups",4,10.6265046663653,2.65662616659133,NA,NA
"YNL097C-B","Between_Groups",1,488.887998118762,488.887998118762,49.5874864867762,0.00214369921471326
"YNL097C-B","Within_Groups",4,39.4364008144785,9.85910020361964,NA,NA
"YNL103W-A","Between_Groups",1,46233.5449631072,46233.5449631072,1528.38669275139,2.55736535982308e-06
"YNL103W-A","Within_Groups",4,120.999600905653,30.2499002264132,NA,NA
"YNL108C","Between_Groups",1,23.894083727984,23.894083727984,56.496355261236,0.00167696879090228
"YNL108C","Within_Groups",4,1.69172567805474,0.422931419513686,NA,NA
"YNL109W","Between_Groups",1,0.260672070534914,0.260672070534914,1.17808237278747,0.338784791128567
"YNL109W","Within_Groups",4,0.88507247559654,0.221268118899135,NA,NA
"YNL114C","Between_Groups",1,12.7326920645829,12.7326920645829,1.71287792025624,0.260739932644441
"YNL114C","Within_Groups",4,29.7340327971022,7.43350819927556,NA,NA
"YNL115C","Between_Groups",1,1099.11021795722,1099.11021795722,80.3742702157545,0.000856498368612023
"YNL115C","Within_Groups",4,54.6996054835361,13.674901370884,NA,NA
"YNL120C","Between_Groups",1,0.000509505081910539,0.000509505081910539,0.999999999999999,0.373900966300059
"YNL120C","Within_Groups",4,0.00203802032764216,0.00050950508191054,NA,NA
"YNL122C","Between_Groups",1,1110.09194798095,1110.09194798095,94.9833452012305,0.000620830216421719
"YNL122C","Within_Groups",4,46.7489093221186,11.6872273305296,NA,NA
"YNL134C","Between_Groups",1,1544.44042164186,1544.44042164186,12.2685530789285,0.0248365132348931
"YNL134C","Within_Groups",4,503.544439741464,125.886109935366,NA,NA
"YNL140C","Between_Groups",1,0.00108814737804473,0.00108814737804473,0.0881603421012054,0.78130903863814
"YNL140C","Within_Groups",4,0.0493712865494812,0.0123428216373703,NA,NA
"YNL143C","Between_Groups",1,3.0122670060672,3.0122670060672,20.6385770940604,0.0104734201787267
"YNL143C","Within_Groups",4,0.583812923214383,0.145953230803596,NA,NA
"YNL144C","Between_Groups",1,6551.91256295818,6551.91256295818,922.239572224949,7.00375314801156e-06
"YNL144C","Within_Groups",4,28.4173993842028,7.1043498460507,NA,NA
"YNL146C-A","Between_Groups",1,7.37050186658004,7.37050186658004,8.75511396526685,0.0415996688904963
"YNL146C-A","Within_Groups",4,3.3674041917993,0.841851047949825,NA,NA
"YNL146W","Between_Groups",1,6.99644426892688,6.99644426892688,3.25235543701901,0.145656168443646
"YNL146W","Within_Groups",4,8.6047720237362,2.15119300593405,NA,NA
"YNL150W","Between_Groups",1,0.153197056011833,0.153197056011833,0.224020931726031,0.660666878884242
"YNL150W","Within_Groups",4,2.73540610391153,0.683851525977883,NA,NA
"YNL155W","Between_Groups",1,1266.52849503,1266.52849503,333.199184673013,5.29789807468618e-05
"YNL155W","Within_Groups",4,15.2044609145478,3.80111522863694,NA,NA
"YNL162W-A","Between_Groups",1,185.770844547492,185.770844547492,6.46869686482537,0.0637528042584405
"YNL162W-A","Within_Groups",4,114.873736351847,28.7184340879618,NA,NA
"YNL165W","Between_Groups",1,18.3088785581147,18.3088785581147,11.6287114697641,0.0270251669840555
"YNL165W","Within_Groups",4,6.29781850060334,1.57445462515083,NA,NA
"YNL170W","Between_Groups",1,0.456817341139515,0.456817341139515,1.11750384371245,0.350072434977311
"YNL170W","Within_Groups",4,1.63513474681903,0.408783686704758,NA,NA
"YNL171C","Between_Groups",1,0.184300508654964,0.184300508654964,0.551180656398883,0.499066071986239
"YNL171C","Within_Groups",4,1.33749620212788,0.334374050531969,NA,NA
"YNL174W","Between_Groups",1,0.0526071446580163,0.0526071446580163,1.57985822168565,0.277171290698631
"YNL174W","Within_Groups",4,0.133194596669279,0.0332986491673198,NA,NA
"YNL179C","Between_Groups",1,358.59498035646,358.59498035646,54.9788644766765,0.00176543085414125
"YNL179C","Within_Groups",4,26.0896607283394,6.52241518208485,NA,NA
"YNL181W","Between_Groups",1,111.456864337442,111.456864337442,166.698060138678,0.000207547865486734
"YNL181W","Within_Groups",4,2.67446098040302,0.668615245100755,NA,NA
"YNL184C","Between_Groups",1,18.6413402814656,18.6413402814656,19.6693575018386,0.0113777475694954
"YNL184C","Within_Groups",4,3.79094035577382,0.947735088943455,NA,NA
"YNL190W","Between_Groups",1,3154.32328698416,3154.32328698416,3.7692513208702,0.124169480535114
"YNL190W","Within_Groups",4,3347.42686911726,836.856717279315,NA,NA
"YNL193W","Between_Groups",1,113.03825417141,113.03825417141,1098.10351287456,4.9457555411019e-06
"YNL193W","Within_Groups",4,0.411758100565598,0.1029395251414,NA,NA
"YNL194C","Between_Groups",1,441.084230979487,441.084230979487,383.538043322183,4.00887861706617e-05
"YNL194C","Within_Groups",4,4.60016145630657,1.15004036407664,NA,NA
"YNL195C","Between_Groups",1,6044.63789591569,6044.63789591569,1556.05719389046,2.46741252479755e-06
"YNL195C","Within_Groups",4,15.5383437566401,3.88458593916002,NA,NA
"YNL198C","Between_Groups",1,10.5388322074498,10.5388322074498,5.879974166461,0.0723813071179469
"YNL198C","Within_Groups",4,7.16930510855824,1.79232627713956,NA,NA
"YNL200C","Between_Groups",1,18364.6249205238,18364.6249205238,207.354473745325,0.000135172660656934
"YNL200C","Within_Groups",4,354.265323314498,88.5663308286244,NA,NA
"YNL203C","Between_Groups",1,0.0180160893658354,0.0180160893658354,0.199226972696252,0.67844328642783
"YNL203C","Within_Groups",4,0.361719884050105,0.0904299710125263,NA,NA
"YNL205C","Between_Groups",1,0.0567889662617586,0.0567889662617586,0.903559855452583,0.395655829969267
"YNL205C","Within_Groups",4,0.25140101530214,0.062850253825535,NA,NA
"YNL208W","Between_Groups",1,325204.445101649,325204.445101649,437.861070528833,3.0824425469497e-05
"YNL208W","Within_Groups",4,2970.84593255919,742.711483139797,NA,NA
"YNL211C","Between_Groups",1,126.468251060265,126.468251060265,100.553227442236,0.000556032939546583
"YNL211C","Within_Groups",4,5.03089773554673,1.25772443388668,NA,NA
"YNL217W","Between_Groups",1,2151.42245394358,2151.42245394358,1126.33313546677,4.70166132323168e-06
"YNL217W","Within_Groups",4,7.64044805643401,1.9101120141085,NA,NA
"YNL226W","Between_Groups",1,0.0722117311674779,0.0722117311674779,0.643753420801769,0.46731612070354
"YNL226W","Within_Groups",4,0.448691867625595,0.112172966906399,NA,NA
"YNL228W","Between_Groups",1,0.0142213423164365,0.0142213423164365,0.224443029190313,0.660375219556354
"YNL228W","Within_Groups",4,0.253451263204575,0.0633628158011438,NA,NA
"YNL234W","Between_Groups",1,563.627329441684,563.627329441684,51.9123708660017,0.00196697010978647
"YNL234W","Within_Groups",4,43.4291341381068,10.8572835345267,NA,NA
"YNL235C","Between_Groups",1,0.0574509459822373,0.0574509459822373,2.6390533996697,0.179589887780586
"YNL235C","Within_Groups",4,0.087078110642896,0.021769527660724,NA,NA
"YNL247W","Between_Groups",1,29.7695734593944,29.7695734593944,4.18462194196871,0.110235465592925
"YNL247W","Within_Groups",4,28.4561653331951,7.11404133329877,NA,NA
"YNL260C","Between_Groups",1,251.597929411658,251.597929411658,191.874080830292,0.000157462726986155
"YNL260C","Within_Groups",4,5.24506339413692,1.31126584853423,NA,NA
"YNL266W","Between_Groups",1,0.119723479354541,0.119723479354541,0.55403929769318,0.498022599490453
"YNL266W","Within_Groups",4,0.864368140332475,0.216092035083119,NA,NA
"YNL276C","Between_Groups",1,188.747184010376,188.747184010376,3.4968317866943,0.134833954242218
"YNL276C","Within_Groups",4,215.90650683121,53.9766267078024,NA,NA
"YNL277W-A","Between_Groups",1,285.277764981142,285.277764981142,8.21820857074671,0.0456181785332594
"YNL277W-A","Within_Groups",4,138.851557502013,34.7128893755031,NA,NA
"YNL285W","Between_Groups",1,0.271617331035127,0.271617331035127,1.17744461478659,0.338900389736408
"YNL285W","Within_Groups",4,0.922734972410933,0.230683743102733,NA,NA
"YNL295W","Between_Groups",1,0.0490992487643412,0.0490992487643412,0.351201834113119,0.585312963914883
"YNL295W","Within_Groups",4,0.559214035864366,0.139803508966092,NA,NA
"YNL296W","Between_Groups",1,0.00485132022482004,0.00485132022482004,1,0.373900966300059
"YNL296W","Within_Groups",4,0.0194052808992801,0.00485132022482004,NA,NA
"YNL303W","Between_Groups",1,193.280129349188,193.280129349188,157.061039272132,0.000233239115027248
"YNL303W","Within_Groups",4,4.92242074151314,1.23060518537828,NA,NA
"YNL319W","Between_Groups",1,1.77063983174313,1.77063983174313,27.6378330031108,0.00626654658133363
"YNL319W","Within_Groups",4,0.256263192782709,0.0640657981956773,NA,NA
"YNL320W","Between_Groups",1,324.97488047916,324.97488047916,47.8665141854155,0.00229033008707221
"YNL320W","Within_Groups",4,27.1567617579453,6.78919043948634,NA,NA
"YNL324W","Between_Groups",1,0.000861684644506611,0.000861684644506611,0.217417401851484,0.665275657869526
"YNL324W","Within_Groups",4,0.0158530943184616,0.00396327357961541,NA,NA
"YNL337W","Between_Groups",1,0.0112053261612261,0.0112053261612261,0.535884486689391,0.504724344602129
"YNL337W","Within_Groups",4,0.08363986224308,0.02090996556077,NA,NA
"YNL338W","Between_Groups",1,0.0128360922907592,0.0128360922907592,1,0.373900966300059
"YNL338W","Within_Groups",4,0.0513443691630367,0.0128360922907592,NA,NA
"YNR001W-A","Between_Groups",1,0.72152783293314,0.72152783293314,2.92010879006249,0.16266299655667
"YNR001W-A","Within_Groups",4,0.988357468582804,0.247089367145701,NA,NA
"YNR005C","Between_Groups",1,0.00062914545016714,0.00062914545016714,0.817422491671722,0.417063301721712
"YNR005C","Within_Groups",4,0.00307867941769239,0.000769669854423097,NA,NA
"YNR014W","Between_Groups",1,21745.3370954487,21745.3370954487,272.774607956496,7.8705122405961e-05
"YNR014W","Within_Groups",4,318.876265769089,79.7190664422723,NA,NA
"YNR021W","Between_Groups",1,1625.2030540675,1625.2030540675,52.1641999208686,0.00194914968735021
"YNR021W","Within_Groups",4,124.62210148208,31.1555253705201,NA,NA
"YNR025C","Between_Groups",1,2.28168846771039,2.28168846771039,1.08615838801875,0.356167916109291
"YNR025C","Within_Groups",4,8.40278358250272,2.10069589562568,NA,NA
"YNR029C","Between_Groups",1,11.9018079527004,11.9018079527004,6.63448063840569,0.0616033852877042
"YNR029C","Within_Groups",4,7.17572850167241,1.7939321254181,NA,NA
"YNR034W-A","Between_Groups",1,15107328.5879438,15107328.5879438,49.8094929483558,0.00212581483426157
"YNR034W-A","Within_Groups",4,1213208.78360336,303302.195900841,NA,NA
"YNR040W","Between_Groups",1,4.58163239756002,4.58163239756002,0.429747130181968,0.547902627834876
"YNR040W","Within_Groups",4,42.6449144232333,10.6612286058083,NA,NA
"YNR042W","Between_Groups",1,0.000858674033459963,0.000858674033459963,0.685016279698682,0.454385053114767
"YNR042W","Within_Groups",4,0.00501403577642078,0.00125350894410519,NA,NA
"YNR048W","Between_Groups",1,1.06470668306266,1.06470668306266,0.58878349151573,0.485676109102514
"YNR048W","Within_Groups",4,7.2332645082948,1.8083161270737,NA,NA
"YNR061C","Between_Groups",1,1887.70814335072,1887.70814335072,409.911837497642,3.51349976934172e-05
"YNR061C","Within_Groups",4,18.4206258094372,4.6051564523593,NA,NA
"YNR062C","Between_Groups",1,32.8431732972802,32.8431732972802,151.81929173953,0.000249266171368029
"YNR062C","Within_Groups",4,0.865322790561503,0.216330697640376,NA,NA
"YNR063W","Between_Groups",1,2.28653987926443,2.28653987926443,10.3738775294928,0.032254443944264
"YNR063W","Within_Groups",4,0.881652929780144,0.220413232445036,NA,NA
"YNR064C","Between_Groups",1,3.05963413561624,3.05963413561624,13.1324763653673,0.0222804766094936
"YNR064C","Within_Groups",4,0.93192907430164,0.23298226857541,NA,NA
"YNR065C","Between_Groups",1,43.7904729562698,43.7904729562698,12.0210979924708,0.0256501968325989
"YNR065C","Within_Groups",4,14.5712057197095,3.64280142992737,NA,NA
"YNR066C","Between_Groups",1,49.6011485848513,49.6011485848513,54.8050892635891,0.0017760057535528
"YNR066C","Within_Groups",4,3.62018558869896,0.905046397174739,NA,NA
"YNR068C","Between_Groups",1,1477.74607924549,1477.74607924549,1270.4231454816,3.69810199504858e-06
"YNR068C","Within_Groups",4,4.65276812533291,1.16319203133323,NA,NA
"YNR071C","Between_Groups",1,69987.3793190894,69987.3793190894,124.579847274248,0.000366746007244759
"YNR071C","Within_Groups",4,2247.14930545775,561.787326364437,NA,NA
"YNR073C","Between_Groups",1,39774.5796955824,39774.5796955824,375.430515229687,4.18233940201081e-05
"YNR073C","Within_Groups",4,423.775671737801,105.94391793445,NA,NA
"YNR075C-A","Between_Groups",1,412.421621506381,412.421621506381,3.81084370237051,0.122655810409584
"YNR075C-A","Within_Groups",4,432.892717431404,108.223179357851,NA,NA
"YOL013W-A","Between_Groups",1,0.515286230428774,0.515286230428774,0.230624412608333,0.656143289355822
"YOL013W-A","Within_Groups",4,8.93723651544001,2.23430912886,NA,NA
"YOL013W-B","Between_Groups",1,1.19376405478265,1.19376405478265,5.67164968329182,0.0758635357825471
"YOL013W-B","Within_Groups",4,0.841916635506858,0.210479158876714,NA,NA
"YOL014W","Between_Groups",1,854.472866930534,854.472866930534,499.287987856237,2.37504754984733e-05
"YOL014W","Within_Groups",4,6.84553113804586,1.71138278451147,NA,NA
"YOL019W","Between_Groups",1,199.262870625847,199.262870625847,68.5369174047324,0.00116197271342221
"YOL019W","Within_Groups",4,11.6295204494907,2.90738011237267,NA,NA
"YOL019W-A","Between_Groups",1,0.122530955990871,0.122530955990871,13.1804261588254,0.0221503602714981
"YOL019W-A","Within_Groups",4,0.0371857342135563,0.00929643355338907,NA,NA
"YOL024W","Between_Groups",1,3.5049969753981,3.5049969753981,22.0094825083105,0.00936781547870766
"YOL024W","Within_Groups",4,0.636997616654486,0.159249404163622,NA,NA
"YOL029C","Between_Groups",1,52.6955404012028,52.6955404012028,9.28324826150388,0.0381458659741497
"YOL029C","Within_Groups",4,22.7056473841048,5.67641184602621,NA,NA
"YOL035C","Between_Groups",1,2.10415512701724,2.10415512701724,2.16268171480184,0.2153525650576
"YOL035C","Within_Groups",4,3.89175182388783,0.972937955971958,NA,NA
"YOL036W","Between_Groups",1,1.70551214341643,1.70551214341643,0.933454849889057,0.388678580202118
"YOL036W","Within_Groups",4,7.30838623258159,1.8270965581454,NA,NA
"YOL037C","Between_Groups",1,0.611388607894901,0.611388607894901,3.94314965773953,0.118024566215643
"YOL037C","Within_Groups",4,0.620203300369166,0.155050825092291,NA,NA
"YOL038C-A","Between_Groups",1,270.952009865978,270.952009865978,18.295731405255,0.012874707036333
"YOL038C-A","Within_Groups",4,59.2383007520877,14.8095751880219,NA,NA
"YOL046C","Between_Groups",1,0.00154481994452062,0.00154481994452062,0.310348727738408,0.607165399708941
"YOL046C","Within_Groups",4,0.0199107623965869,0.00497769059914673,NA,NA
"YOL047C","Between_Groups",1,25.3996945393459,25.3996945393459,15.918519371965,0.016267611876969
"YOL047C","Within_Groups",4,6.38242639176069,1.59560659794017,NA,NA
"YOL050C","Between_Groups",1,1.75681023171922,1.75681023171922,7.17001375352062,0.055361458181791
"YOL050C","Within_Groups",4,0.980087510072956,0.245021877518239,NA,NA
"YOL057W","Between_Groups",1,12.0212679102655,12.0212679102655,6.53405015735768,0.0628921252131967
"YOL057W","Within_Groups",4,7.35915251383793,1.83978812845948,NA,NA
"YOL073C","Between_Groups",1,178.344273871016,178.344273871016,125.549574107401,0.000361247347111277
"YOL073C","Within_Groups",4,5.68203516862438,1.4205087921561,NA,NA
"YOL075C","Between_Groups",1,14.4395976251557,14.4395976251557,92.7726670536553,0.000649725330796151
"YOL075C","Within_Groups",4,0.622579821567685,0.155644955391921,NA,NA
"YOL079W","Between_Groups",1,0.109621283569524,0.109621283569524,5.24066664870387,0.0839263714645692
"YOL079W","Within_Groups",4,0.0836697244207552,0.0209174311051888,NA,NA
"YOL085C","Between_Groups",1,8.09921503602345,8.09921503602345,33.0698520233554,0.00453358240393427
"YOL085C","Within_Groups",4,0.9796493834086,0.24491234585215,NA,NA
"YOL085W-A","Between_Groups",1,0.537696524181044,0.537696524181044,0.400197017589406,0.561346010570804
"YOL085W-A","Within_Groups",4,5.37431815379204,1.34357953844801,NA,NA
"YOL092W","Between_Groups",1,234.442593778172,234.442593778172,46.1716324447013,0.00244995430524961
"YOL092W","Within_Groups",4,20.3105310654942,5.07763276637356,NA,NA
"YOL097W-A","Between_Groups",1,1.16780608701778,1.16780608701778,1.56583800011886,0.279001087270048
"YOL097W-A","Within_Groups",4,2.98321049030394,0.745802622575986,NA,NA
"YOL098C","Between_Groups",1,0.273555355903626,0.273555355903626,0.533310773288308,0.505689020688496
"YOL098C","Within_Groups",4,2.05175195855826,0.512937989639564,NA,NA
"YOL099C","Between_Groups",1,0.00224817899091538,0.00224817899091538,0.167771337014986,0.703085558346554
"YOL099C","Within_Groups",4,0.0536010269910303,0.0134002567477576,NA,NA
"YOL106W","Between_Groups",1,26.2739307900049,26.2739307900049,91.4477496513586,0.000668020407749071
"YOL106W","Within_Groups",4,1.14924340468403,0.287310851171006,NA,NA
"YOL107W","Between_Groups",1,323.448680077376,323.448680077376,783.003405427295,9.70365369852339e-06
"YOL107W","Within_Groups",4,1.65234877823228,0.413087194558069,NA,NA
"YOL114C","Between_Groups",1,0.784102978195632,0.784102978195632,0.661764419321832,0.461587055157072
"YOL114C","Within_Groups",4,4.73946894273446,1.18486723568362,NA,NA
"YOL118C","Between_Groups",1,2271.42589622953,2271.42589622953,308.79162236105,6.1588797802514e-05
"YOL118C","Within_Groups",4,29.4234134833322,7.35585337083304,NA,NA
"YOL131W","Between_Groups",1,112.199000009481,112.199000009481,9.68383511866503,0.035806471393439
"YOL131W","Within_Groups",4,46.3448617761879,11.586215444047,NA,NA
"YOL134C","Between_Groups",1,0.147879112772433,0.147879112772433,0.244024634898651,0.647211354064843
"YOL134C","Within_Groups",4,2.42400301647989,0.606000754119974,NA,NA
"YOL150C","Between_Groups",1,0.450610838923259,0.450610838923259,14.1163966832496,0.0198232750557519
"YOL150C","Within_Groups",4,0.12768437981286,0.0319210949532149,NA,NA
"YOL159C","Between_Groups",1,135.928634369892,135.928634369892,19.1500054371683,0.0119114014286066
"YOL159C","Within_Groups",4,28.3923959846126,7.09809899615315,NA,NA
"YOL159C-A","Between_Groups",1,338.189882940344,338.189882940344,3.87718553586162,0.120299393194428
"YOL159C-A","Within_Groups",4,348.902449792297,87.2256124480742,NA,NA
"YOL160W","Between_Groups",1,7.9014169565198,7.9014169565198,59.9758540112706,0.00149762327453798
"YOL160W","Within_Groups",4,0.52697320191789,0.131743300479472,NA,NA
"YOL162W","Between_Groups",1,12.9279551225687,12.9279551225687,2.51671342672896,0.187831797323116
"YOL162W","Within_Groups",4,20.5473614679626,5.13684036699065,NA,NA
"YOL163W","Between_Groups",1,93.7168363835216,93.7168363835216,69.2023024377665,0.00114074550860365
"YOL163W","Within_Groups",4,5.41697793756507,1.35424448439127,NA,NA
"YOL164W-A","Between_Groups",1,58.180074941422,58.180074941422,2.50500419121214,0.188651590188103
"YOL164W-A","Within_Groups",4,92.9021598375363,23.2255399593841,NA,NA
"YOL166C","Between_Groups",1,0.248849591187713,0.248849591187713,5.44974773020691,0.0798602438840084
"YOL166C","Within_Groups",4,0.182650356315312,0.0456625890788279,NA,NA
"YOL166W-A","Between_Groups",1,0.0240815851507242,0.0240815851507242,0.431593422384617,0.547085601583859
"YOL166W-A","Within_Groups",4,0.223187693803765,0.0557969234509413,NA,NA
"YOP1","Between_Groups",1,9067.49921645304,9067.49921645304,654.626585222488,1.38597070143979e-05
"YOP1","Within_Groups",4,55.4056277037467,13.8514069259367,NA,NA
"YOR008C-A","Between_Groups",1,0.0321309254966624,0.0321309254966624,0.640487716969905,0.468369438209051
"YOR008C-A","Within_Groups",4,0.200665365753905,0.0501663414384763,NA,NA
"YOR008W-B","Between_Groups",1,0.124769994087109,0.124769994087109,0.0838762838890028,0.786503333334564
"YOR008W-B","Within_Groups",4,5.95019179687182,1.48754794921795,NA,NA
"YOR011W-A","Between_Groups",1,8.41098918625097,8.41098918625097,0.540284805754232,0.503083527973455
"YOR011W-A","Within_Groups",4,62.270780867208,15.567695216802,NA,NA
"YOR012W","Between_Groups",1,400.24574630349,400.24574630349,82.5228006821495,0.000814157561748227
"YOR012W","Within_Groups",4,19.4004926151309,4.85012315378272,NA,NA
"YOR015W","Between_Groups",1,230.194536950968,230.194536950968,20.1526083594962,0.010912794819647
"YOR015W","Within_Groups",4,45.6902715211049,11.4225678802762,NA,NA
"YOR019W","Between_Groups",1,12.5813892081863,12.5813892081863,5.99741280381538,0.0705240948706349
"YOR019W","Within_Groups",4,8.39121109034371,2.09780277258593,NA,NA
"YOR020W-A","Between_Groups",1,19560.5869343326,19560.5869343326,241.924594801363,9.9750996724066e-05
"YOR020W-A","Within_Groups",4,323.416260349935,80.8540650874839,NA,NA
"YOR022C","Between_Groups",1,0.0453993532292324,0.0453993532292324,0.0761227946820306,0.796289687066234
"YOR022C","Within_Groups",4,2.38558520710482,0.596396301776206,NA,NA
"YOR024W","Between_Groups",1,0.00794434595941263,0.00794434595941263,1.64466893443127,0.268961559706845
"YOR024W","Within_Groups",4,0.0193214471146068,0.00483036177865171,NA,NA
"YOR029W","Between_Groups",1,0.000873017463086417,0.000873017463086417,0.0023556117384669,0.963616869289706
"YOR029W","Within_Groups",4,1.48244712629018,0.370611781572545,NA,NA
"YOR032W-A","Between_Groups",1,230.172446361177,230.172446361177,277.226809259947,7.62269504793933e-05
"YOR032W-A","Within_Groups",4,3.32107052670149,0.830267631675372,NA,NA
"YOR034C-A","Between_Groups",1,0.188911053686801,0.188911053686801,0.252458840801532,0.641750201186963
"YOR034C-A","Within_Groups",4,2.99313825710404,0.74828456427601,NA,NA
"YOR041C","Between_Groups",1,0.00542765355322677,0.00542765355322677,0.00355566495981636,0.95531104998889
"YOR041C","Within_Groups",4,6.1059223684642,1.52648059211605,NA,NA
"YOR050C","Between_Groups",1,1112.01996142692,1112.01996142692,37.212894722409,0.00365348243838652
"YOR050C","Within_Groups",4,119.53060569161,29.8826514229026,NA,NA
"YOR052C","Between_Groups",1,9679.73200015376,9679.73200015376,79.9875586294096,0.000864469197567637
"YOR052C","Within_Groups",4,484.061879923148,121.015469980787,NA,NA
"YOR053W","Between_Groups",1,0.0261911556353752,0.0261911556353752,3.09753691373123,0.153220019644395
"YOR053W","Within_Groups",4,0.0338219125257505,0.00845547813143764,NA,NA
"YOR055W","Between_Groups",1,0.585084358096221,0.585084358096221,1.88523641105195,0.241681312923377
"YOR055W","Within_Groups",4,1.24140262656979,0.310350656642446,NA,NA
"YOR059C","Between_Groups",1,841.855280882512,841.855280882512,195.733140958577,0.000151416568224536
"YOR059C","Within_Groups",4,17.2041439024508,4.30103597561271,NA,NA
"YOR062C","Between_Groups",1,271.063703113871,271.063703113871,40.10540975775,0.00318268485891953
"YOR062C","Within_Groups",4,27.0351261589084,6.75878153972709,NA,NA
"YOR072W","Between_Groups",1,25.598524422771,25.598524422771,14.7788347059079,0.0183914662028293
"YOR072W","Within_Groups",4,6.92842837264778,1.73210709316194,NA,NA
"YOR072W-A","Between_Groups",1,4.09962425467206,4.09962425467206,16.1459368850024,0.0158881086354654
"YOR072W-A","Within_Groups",4,1.01564233376388,0.253910583440971,NA,NA
"YOR073W-A","Between_Groups",1,0.60177957547921,0.60177957547921,0.550136609373396,0.499448257755224
"YOR073W-A","Within_Groups",4,4.37549194309854,1.09387298577463,NA,NA
"YOR082C","Between_Groups",1,1.53776758924426,1.53776758924426,1.30162884352998,0.317583758535314
"YOR082C","Within_Groups",4,4.72567152115002,1.18141788028751,NA,NA
"YOR093C","Between_Groups",1,4.61389048268911,4.61389048268911,169.069833949724,0.000201876295295709
"YOR093C","Within_Groups",4,0.109159401766755,0.0272898504416887,NA,NA
"YOR097C","Between_Groups",1,56.45134864713,56.45134864713,13.364407869938,0.0216615668453715
"YOR097C","Within_Groups",4,16.8960268787103,4.22400671967758,NA,NA
"YOR1","Between_Groups",1,31.1989791472052,31.1989791472052,99.3687887095818,0.000568934162892793
"YOR1","Within_Groups",4,1.25588646303773,0.313971615759434,NA,NA
"YOR102W","Between_Groups",1,0.69526631972174,0.69526631972174,0.134792778412337,0.732112415258646
"YOR102W","Within_Groups",4,20.6321533812409,5.15803834531023,NA,NA
"YOR105W","Between_Groups",1,2.11761425187983,2.11761425187983,3.43419021738814,0.13748571188092
